locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
FBgn0003435,,1,347,NE,Nonessential
FBgn0003444,,1,347,NE,Nonessential
FBgn0003447,,1,347,NE,Nonessential
FBgn0003448,,1,347,NE,Nonessential
FBgn0003449,,1,347,NE,Nonessential
FBgn0003450,,1,347,NE,Nonessential
FBgn0003459,,1,347,NE,Nonessential
FBgn0003460,,1,347,E,Essential
FBgn0003462,,1,347,NE,Nonessential
FBgn0003463,,1,347,NE,Nonessential
FBgn0003464,,1,347,NE,Nonessential
FBgn0003475,,1,347,NE,Nonessential
FBgn0003479,,1,347,NE,Nonessential
FBgn0003480,,1,347,NE,Nonessential
FBgn0003482,,2,"363,347","E,NE",Conditional
FBgn0003483,,1,347,NE,Nonessential
FBgn0003486,,1,347,NE,Nonessential
FBgn0003495,,1,347,NE,Nonessential
FBgn0003499,,1,347,NE,Nonessential
FBgn0003501,,1,347,NE,Nonessential
FBgn0003502,,1,347,NE,Nonessential
FBgn0003507,,1,347,E,Essential
FBgn0003510,,1,347,NE,Nonessential
FBgn0003511,,1,347,NE,Nonessential
FBgn0003512,,1,347,NE,Nonessential
FBgn0003513,,1,347,NE,Nonessential
FBgn0003514,,1,347,NE,Nonessential
FBgn0003515,,1,347,NE,Nonessential
FBgn0003517,,1,347,NE,Nonessential
FBgn0003520,,1,347,NE,Nonessential
FBgn0003525,,1,347,E,Essential
FBgn0003527,,1,347,NE,Nonessential
FBgn0003545,,1,347,NE,Nonessential
FBgn0003557,,1,347,NE,Nonessential
FBgn0003559,,1,347,NE,Nonessential
FBgn0003567,,1,347,NE,Nonessential
FBgn0003575,,1,347,NE,Nonessential
FBgn0003598,,1,347,NE,Nonessential
FBgn0003600,,1,347,NE,Nonessential
FBgn0003607,,1,347,NE,Nonessential
FBgn0003612,,1,347,NE,Nonessential
FBgn0003638,,1,347,NE,Nonessential
FBgn0003651,,1,347,E,Essential
FBgn0003654,,1,347,NE,Nonessential
FBgn0003655,,1,347,NE,Nonessential
FBgn0003656,,1,347,NE,Nonessential
FBgn0003659,,1,347,NE,Nonessential
FBgn0003660,,1,347,NE,Nonessential
FBgn0003676,,1,347,NE,Nonessential
FBgn0003683,,1,347,NE,Nonessential
FBgn0003687,,1,347,NE,Nonessential
FBgn0003701,,1,347,NE,Nonessential
FBgn0003710,,1,347,NE,Nonessential
FBgn0003714,,1,347,NE,Nonessential
FBgn0003715,,1,347,NE,Nonessential
FBgn0003716,,1,347,NE,Nonessential
FBgn0003717,,1,347,NE,Nonessential
FBgn0003719,,1,347,NE,Nonessential
FBgn0003720,,1,347,NE,Nonessential
FBgn0003721,,1,347,NE,Nonessential
FBgn0003731,,1,347,NE,Nonessential
FBgn0003732,,1,347,NE,Nonessential
FBgn0003733,,1,347,NE,Nonessential
FBgn0003741,,1,347,NE,Nonessential
FBgn0003742,,1,347,NE,Nonessential
FBgn0003744,,1,347,NE,Nonessential
FBgn0003747,,1,347,NE,Nonessential
FBgn0003748,,1,347,NE,Nonessential
FBgn0003749,,1,347,NE,Nonessential
FBgn0003751,,1,347,NE,Nonessential
FBgn0003861,,1,347,NE,Nonessential
FBgn0003862,,1,347,NE,Nonessential
FBgn0003863,,1,347,NE,Nonessential
FBgn0003865,,1,347,NE,Nonessential
FBgn0003866,,1,347,NE,Nonessential
FBgn0003867,,1,347,NE,Nonessential
FBgn0003870,,1,347,NE,Nonessential
FBgn0003882,,1,347,NE,Nonessential
FBgn0003884,,1,347,E,Essential
FBgn0003885,,1,347,E,Essential
FBgn0003886,,1,347,E,Essential
FBgn0003887,,1,347,NE,Nonessential
FBgn0003888,,1,347,NE,Nonessential
FBgn0003889,,1,347,NE,Nonessential
FBgn0003890,,1,347,NE,Nonessential
FBgn0003891,,1,347,NE,Nonessential
FBgn0003892,,1,347,NE,Nonessential
FBgn0003896,,1,347,NE,Nonessential
FBgn0003900,,1,347,NE,Nonessential
FBgn0003941,,1,347,E,Essential
FBgn0003942,,1,347,NE,Nonessential
FBgn0003943,,1,347,E,Essential
FBgn0003944,,1,347,NE,Nonessential
FBgn0003950,,1,347,NE,Nonessential
FBgn0003961,,1,347,NE,Nonessential
FBgn0003963,,1,347,NE,Nonessential
FBgn0003964,,1,347,NE,Nonessential
FBgn0003965,,1,347,NE,Nonessential
FBgn0003969,,1,347,NE,Nonessential
FBgn0003970,,1,347,NE,Nonessential
FBgn0003975,,1,347,NE,Nonessential
FBgn0003977,,1,347,NE,Nonessential
FBgn0003978,,1,347,NE,Nonessential
FBgn0003979,,1,347,NE,Nonessential
FBgn0003980,,1,347,NE,Nonessential
FBgn0003983,,1,347,NE,Nonessential
FBgn0003984,,1,347,NE,Nonessential
FBgn0003986,,1,347,NE,Nonessential
FBgn0003996,,1,347,NE,Nonessential
FBgn0003997,,1,347,NE,Nonessential
FBgn0004003,,1,347,NE,Nonessential
FBgn0004009,,1,347,NE,Nonessential
FBgn0004028,,1,347,NE,Nonessential
FBgn0004034,,1,347,NE,Nonessential
FBgn0004045,,1,347,NE,Nonessential
FBgn0004047,,1,347,NE,Nonessential
FBgn0004049,,1,347,NE,Nonessential
FBgn0004050,,1,347,E,Essential
FBgn0004052,,1,347,NE,Nonessential
FBgn0004053,,1,347,NE,Nonessential
FBgn0004054,,1,347,NE,Nonessential
FBgn0004055,,1,347,NE,Nonessential
FBgn0004057,,1,347,NE,Nonessential
FBgn0004066,,1,347,NE,Nonessential
FBgn0004087,,1,347,NE,Nonessential
FBgn0004101,,1,347,E,Essential
FBgn0004102,,1,347,NE,Nonessential
FBgn0004103,,1,347,NE,Nonessential
FBgn0004106,,1,347,NE,Nonessential
FBgn0004107,,1,347,E,Essential
FBgn0004108,,1,347,NE,Nonessential
FBgn0004110,,1,347,NE,Nonessential
FBgn0004117,,1,347,NE,Nonessential
FBgn0004118,,1,347,NE,Nonessential
FBgn0004132,,1,347,NE,Nonessential
FBgn0004133,,1,347,NE,Nonessential
FBgn0004143,,1,347,NE,Nonessential
FBgn0004145,,1,347,NE,Nonessential
FBgn0004167,,1,347,NE,Nonessential
FBgn0004168,,1,347,NE,Nonessential
FBgn0004169,,1,347,NE,Nonessential
FBgn0004170,,1,347,NE,Nonessential
FBgn0004171,,1,347,NE,Nonessential
FBgn0004172,,2,"347,363","NE,NE",Nonessential
FBgn0004173,,1,347,NE,Nonessential
FBgn0004174,,1,347,NE,Nonessential
FBgn0004175,,1,347,NE,Nonessential
FBgn0004177,,1,347,NE,Nonessential
FBgn0004179,,1,347,NE,Nonessential
FBgn0004181,,1,347,NE,Nonessential
FBgn0004197,,1,347,NE,Nonessential
FBgn0004198,,1,347,NE,Nonessential
FBgn0004227,,1,347,NE,Nonessential
FBgn0004228,,1,347,NE,Nonessential
FBgn0004237,,1,347,NE,Nonessential
FBgn0004240,,1,347,NE,Nonessential
FBgn0004242,,1,347,NE,Nonessential
FBgn0004244,,1,347,NE,Nonessential
FBgn0004359,,1,347,NE,Nonessential
FBgn0004360,,1,347,NE,Nonessential
FBgn0004362,,1,347,E,Essential
FBgn0004363,,1,347,NE,Nonessential
FBgn0004364,,1,347,NE,Nonessential
FBgn0004366,,2,"347,363","NE,NE",Nonessential
FBgn0004367,,1,347,NE,Nonessential
FBgn0004368,,1,347,NE,Nonessential
FBgn0004369,,1,347,NE,Nonessential
FBgn0004370,,1,347,NE,Nonessential
FBgn0004372,,1,347,NE,Nonessential
FBgn0004373,,1,347,NE,Nonessential
FBgn0004374,,1,347,NE,Nonessential
FBgn0004377,,1,347,NE,Nonessential
FBgn0004378,,1,347,NE,Nonessential
FBgn0004379,,1,347,NE,Nonessential
FBgn0004380,,1,347,NE,Nonessential
FBgn0004381,,1,347,NE,Nonessential
FBgn0004387,,1,347,NE,Nonessential
FBgn0004389,,1,347,NE,Nonessential
FBgn0004390,,1,347,NE,Nonessential
FBgn0004391,,1,347,NE,Nonessential
FBgn0004394,,1,347,NE,Nonessential
FBgn0004395,,1,347,NE,Nonessential
FBgn0004396,,1,347,NE,Nonessential
FBgn0004397,,1,347,NE,Nonessential
FBgn0004399,,1,347,NE,Nonessential
FBgn0004400,,1,347,NE,Nonessential
FBgn0004401,,1,347,NE,Nonessential
FBgn0004403,,1,347,E,Essential
FBgn0004404,,1,347,E,Essential
FBgn0004406,,1,347,NE,Nonessential
FBgn0004407,,1,347,NE,Nonessential
FBgn0004413,,1,347,NE,Nonessential
FBgn0004414,,1,347,E,Essential
FBgn0004419,,1,347,NE,Nonessential
FBgn0004425,,1,347,NE,Nonessential
FBgn0004426,,1,347,NE,Nonessential
FBgn0004427,,1,347,NE,Nonessential
FBgn0004428,,1,347,NE,Nonessential
FBgn0004429,,1,347,NE,Nonessential
FBgn0004430,,1,347,NE,Nonessential
FBgn0004431,,2,"347,363","NE,E",Conditional
FBgn0004432,,1,347,NE,Nonessential
FBgn0004435,,1,347,NE,Nonessential
FBgn0004436,,1,347,NE,Nonessential
FBgn0004449,,1,347,NE,Nonessential
FBgn0004456,,1,347,NE,Nonessential
FBgn0004462,,1,347,NE,Nonessential
FBgn0004463,,1,347,NE,Nonessential
FBgn0004465,,1,347,NE,Nonessential
FBgn0004507,,1,347,NE,Nonessential
FBgn0004509,,1,347,NE,Nonessential
FBgn0004510,,1,347,NE,Nonessential
FBgn0004511,,1,347,NE,Nonessential
FBgn0004512,,1,347,NE,Nonessential
FBgn0004513,,1,347,NE,Nonessential
FBgn0004514,,1,347,NE,Nonessential
FBgn0004516,,1,347,NE,Nonessential
FBgn0004551,,1,347,NE,Nonessential
FBgn0004552,,1,347,NE,Nonessential
FBgn0004554,,1,347,NE,Nonessential
FBgn0004556,,1,347,NE,Nonessential
FBgn0004567,,1,347,NE,Nonessential
FBgn0004569,,1,347,NE,Nonessential
FBgn0004572,,1,347,NE,Nonessential
FBgn0004573,,1,347,NE,Nonessential
FBgn0004574,,1,347,NE,Nonessential
FBgn0004575,,1,347,NE,Nonessential
FBgn0004577,,1,347,NE,Nonessential
FBgn0004579,,1,347,NE,Nonessential
FBgn0004580,,1,347,NE,Nonessential
FBgn0004581,,1,347,NE,Nonessential
FBgn0004583,,1,347,NE,Nonessential
FBgn0004584,,1,347,NE,Nonessential
FBgn0004587,,1,347,NE,Nonessential
FBgn0004588,,2,"347,363","NE,NE",Nonessential
FBgn0004589,,1,347,NE,Nonessential
FBgn0004590,,1,347,NE,Nonessential
FBgn0004591,,1,347,NE,Nonessential
FBgn0004592,,1,347,NE,Nonessential
FBgn0004593,,1,347,NE,Nonessential
FBgn0004594,,1,347,NE,Nonessential
FBgn0004595,,1,347,NE,Nonessential
FBgn0004597,,1,347,NE,Nonessential
FBgn0004598,,1,347,NE,Nonessential
FBgn0004603,,1,347,NE,Nonessential
FBgn0004606,,1,347,NE,Nonessential
FBgn0004607,,1,347,NE,Nonessential
FBgn0004611,,1,347,NE,Nonessential
FBgn0004618,,1,347,NE,Nonessential
FBgn0004619,,1,347,NE,Nonessential
FBgn0004620,,1,347,NE,Nonessential
FBgn0004622,,1,347,NE,Nonessential
FBgn0004623,,1,347,NE,Nonessential
FBgn0004624,,1,347,NE,Nonessential
FBgn0004625,,1,347,NE,Nonessential
FBgn0004629,,1,347,NE,Nonessential
FBgn0004635,,1,347,NE,Nonessential
FBgn0004636,,1,347,NE,Nonessential
FBgn0004638,,1,347,NE,Nonessential
FBgn0004643,,1,347,NE,Nonessential
FBgn0004644,,1,347,NE,Nonessential
FBgn0004646,,1,347,NE,Nonessential
FBgn0004647,,1,347,NE,Nonessential
FBgn0004648,,1,347,NE,Nonessential
FBgn0004649,,1,347,NE,Nonessential
FBgn0004650,,1,347,NE,Nonessential
FBgn0004652,,1,347,E,Essential
FBgn0004654,,1,347,NE,Nonessential
FBgn0004655,,1,347,NE,Nonessential
FBgn0004656,,1,347,NE,Nonessential
FBgn0004657,,1,347,NE,Nonessential
FBgn0004666,,1,347,NE,Nonessential
FBgn0004687,,1,347,NE,Nonessential
FBgn0004698,,1,347,NE,Nonessential
FBgn0004777,,1,347,NE,Nonessential
FBgn0004778,,1,347,NE,Nonessential
FBgn0004779,,1,347,NE,Nonessential
FBgn0004780,,1,347,NE,Nonessential
FBgn0004781,,1,347,NE,Nonessential
FBgn0004782,,1,347,NE,Nonessential
FBgn0004783,,1,347,NE,Nonessential
FBgn0004784,,1,347,NE,Nonessential
FBgn0004795,,1,347,NE,Nonessential
FBgn0004797,,1,347,NE,Nonessential
FBgn0004811,,1,347,NE,Nonessential
FBgn0004828,,1,347,NE,Nonessential
FBgn0004832,,1,347,NE,Nonessential
FBgn0004834,,1,347,NE,Nonessential
FBgn0004837,,1,347,NE,Nonessential
FBgn0004838,,1,347,NE,Nonessential
FBgn0004839,,1,347,NE,Nonessential
FBgn0004841,,1,347,NE,Nonessential
FBgn0004842,,1,347,NE,Nonessential
FBgn0004852,,1,347,NE,Nonessential
FBgn0004854,,1,347,E,Essential
FBgn0004855,,1,347,NE,Nonessential
FBgn0004856,,1,347,E,Essential
FBgn0004858,,1,347,NE,Nonessential
FBgn0004859,,1,347,NE,Nonessential
FBgn0004860,,1,347,NE,Nonessential
FBgn0004861,,1,347,NE,Nonessential
FBgn0004862,,1,347,NE,Nonessential
FBgn0004863,,1,347,NE,Nonessential
FBgn0004864,,1,347,NE,Nonessential
FBgn0004865,,1,347,E,Essential
FBgn0004867,,1,347,NE,Nonessential
FBgn0004868,,1,347,NE,Nonessential
FBgn0004870,,1,347,NE,Nonessential
FBgn0004872,,1,347,NE,Nonessential
FBgn0004873,,1,347,NE,Nonessential
FBgn0004875,,1,347,NE,Nonessential
FBgn0004876,,1,347,NE,Nonessential
FBgn0004878,,1,347,NE,Nonessential
FBgn0004880,,1,347,E,Essential
FBgn0004882,,1,347,E,Essential
FBgn0004885,,1,347,NE,Nonessential
FBgn0004888,,1,347,NE,Nonessential
FBgn0004889,,1,347,NE,Nonessential
FBgn0004892,,1,347,NE,Nonessential
FBgn0004893,,1,347,NE,Nonessential
FBgn0004895,,1,347,NE,Nonessential
FBgn0004896,,1,347,NE,Nonessential
FBgn0004897,,1,347,NE,Nonessential
FBgn0004898,,1,347,NE,Nonessential
FBgn0004901,,1,347,NE,Nonessential
FBgn0004903,,1,347,NE,Nonessential
FBgn0004907,,1,347,NE,Nonessential
FBgn0004908,,1,347,NE,Nonessential
FBgn0004910,,1,347,NE,Nonessential
FBgn0004913,,1,347,NE,Nonessential
FBgn0004914,,1,347,NE,Nonessential
FBgn0004915,,1,347,NE,Nonessential
FBgn0004919,,1,347,NE,Nonessential
FBgn0004921,,1,347,NE,Nonessential
FBgn0004922,,1,347,NE,Nonessential
FBgn0004924,,1,347,NE,Nonessential
FBgn0004925,,1,347,NE,Nonessential
FBgn0004926,,1,347,NE,Nonessential
FBgn0004956,,1,347,NE,Nonessential
FBgn0004957,,1,347,NE,Nonessential
FBgn0004959,,1,347,NE,Nonessential
FBgn0005198,,1,347,NE,Nonessential
FBgn0005278,,1,347,NE,Nonessential
FBgn0005322,,1,347,NE,Nonessential
FBgn0005355,,1,347,NE,Nonessential
FBgn0005386,,1,347,NE,Nonessential
FBgn0005390,,1,347,NE,Nonessential
FBgn0005391,,1,347,NE,Nonessential
FBgn0005410,,1,347,NE,Nonessential
FBgn0005411,,1,347,NE,Nonessential
FBgn0005427,,1,347,NE,Nonessential
FBgn0005511,,1,347,NE,Nonessential
FBgn0005533,,1,347,NE,Nonessential
FBgn0005536,,1,347,NE,Nonessential
FBgn0005558,,1,347,NE,Nonessential
FBgn0005561,,1,347,NE,Nonessential
FBgn0005563,,1,347,NE,Nonessential
FBgn0005564,,1,347,NE,Nonessential
FBgn0005585,,1,347,NE,Nonessential
FBgn0005586,,1,347,NE,Nonessential
FBgn0005590,,1,347,NE,Nonessential
FBgn0005592,,1,347,NE,Nonessential
FBgn0005593,,1,347,E,Essential
FBgn0005596,,1,347,NE,Nonessential
FBgn0005612,,1,347,NE,Nonessential
FBgn0005613,,1,347,NE,Nonessential
FBgn0005614,,1,347,NE,Nonessential
FBgn0005616,,1,347,NE,Nonessential
FBgn0005617,,1,347,NE,Nonessential
FBgn0005619,,1,347,NE,Nonessential
FBgn0005624,,1,347,NE,Nonessential
FBgn0005626,,1,347,NE,Nonessential
FBgn0005629,,1,347,NE,Nonessential
FBgn0005630,,1,347,NE,Nonessential
FBgn0005631,,2,"347,363","NE,E",Conditional
FBgn0005632,,1,347,NE,Nonessential
FBgn0005633,,1,347,NE,Nonessential
FBgn0005634,,1,347,NE,Nonessential
FBgn0005636,,1,347,NE,Nonessential
FBgn0005638,,1,347,NE,Nonessential
FBgn0005640,,1,347,NE,Nonessential
FBgn0005642,,2,"347,363","NE,NE",Nonessential
FBgn0005648,,1,347,E,Essential
FBgn0005649,,1,347,NE,Nonessential
FBgn0005654,,1,347,NE,Nonessential
FBgn0005655,,1,347,NE,Nonessential
FBgn0005658,,1,347,NE,Nonessential
FBgn0005659,,1,347,NE,Nonessential
FBgn0005660,,1,347,NE,Nonessential
FBgn0005664,,1,347,NE,Nonessential
FBgn0005666,,1,347,NE,Nonessential
FBgn0005670,,1,347,NE,Nonessential
FBgn0005671,,1,347,NE,Nonessential
FBgn0005672,,1,347,NE,Nonessential
FBgn0005674,,1,347,NE,Nonessential
FBgn0005677,,1,347,NE,Nonessential
FBgn0005683,,1,347,NE,Nonessential
FBgn0005694,,1,347,NE,Nonessential
FBgn0005695,,1,347,NE,Nonessential
FBgn0005696,,1,347,NE,Nonessential
FBgn0005771,,1,347,NE,Nonessential
FBgn0005775,,1,347,NE,Nonessential
FBgn0005777,,2,"363,347","E,NE",Conditional
FBgn0005778,,1,347,NE,Nonessential
FBgn0005779,,1,347,NE,Nonessential
FBgn0008635,,1,347,NE,Nonessential
FBgn0008636,,1,347,E,Essential
FBgn0008646,,1,347,E,Essential
FBgn0008649,,1,347,NE,Nonessential
FBgn0008651,,1,347,NE,Nonessential
FBgn0008654,,1,347,E,Essential
FBgn0010014,,1,347,NE,Nonessential
FBgn0010015,,1,347,NE,Nonessential
FBgn0010019,,1,347,NE,Nonessential
FBgn0010038,,1,347,NE,Nonessential
FBgn0010039,,1,347,NE,Nonessential
FBgn0010040,,1,347,NE,Nonessential
FBgn0010041,,1,347,NE,Nonessential
FBgn0010042,,1,347,NE,Nonessential
FBgn0010043,,1,347,NE,Nonessential
FBgn0010044,,1,347,NE,Nonessential
FBgn0010051,,1,347,NE,Nonessential
FBgn0010052,,1,347,NE,Nonessential
FBgn0010053,,1,347,NE,Nonessential
FBgn0010078,,1,347,E,Essential
FBgn0010083,,1,347,NE,Nonessential
FBgn0010097,,1,347,NE,Nonessential
FBgn0010100,,1,347,NE,Nonessential
FBgn0010105,,1,347,NE,Nonessential
FBgn0010109,,1,347,NE,Nonessential
FBgn0010110,,1,347,NE,Nonessential
FBgn0010113,,1,347,NE,Nonessential
FBgn0010114,,1,347,NE,Nonessential
FBgn0010173,,1,347,NE,Nonessential
FBgn0010194,,1,347,NE,Nonessential
FBgn0010197,,1,347,NE,Nonessential
FBgn0010198,,1,347,E,Essential
FBgn0010213,,1,347,NE,Nonessential
FBgn0010215,,1,347,NE,Nonessential
FBgn0010217,,1,347,E,Essential
FBgn0010218,,1,347,NE,Nonessential
FBgn0010220,,1,347,NE,Nonessential
FBgn0010222,,1,347,NE,Nonessential
FBgn0010223,,1,347,NE,Nonessential
FBgn0010225,,1,347,NE,Nonessential
FBgn0010226,,1,347,NE,Nonessential
FBgn0010228,,1,347,NE,Nonessential
FBgn0010235,,1,347,NE,Nonessential
FBgn0010238,,1,347,NE,Nonessential
FBgn0010240,,1,347,NE,Nonessential
FBgn0010241,,1,347,NE,Nonessential
FBgn0010246,,1,347,NE,Nonessential
FBgn0010247,,1,347,NE,Nonessential
FBgn0010256,,1,347,NE,Nonessential
FBgn0010258,,1,347,NE,Nonessential
FBgn0010263,,1,347,NE,Nonessential
FBgn0010265,,1,347,E,Essential
FBgn0010269,,1,347,NE,Nonessential
FBgn0010278,,1,347,NE,Nonessential
FBgn0010280,,1,347,NE,Nonessential
FBgn0010282,,1,347,NE,Nonessential
FBgn0010287,,1,347,NE,Nonessential
FBgn0010288,,1,347,NE,Nonessential
FBgn0010292,,1,347,NE,Nonessential
FBgn0010294,,1,347,NE,Nonessential
FBgn0010295,,1,347,NE,Nonessential
FBgn0010296,,1,347,NE,Nonessential
FBgn0010300,,1,347,NE,Nonessential
FBgn0010303,,1,347,NE,Nonessential
FBgn0010309,,1,347,NE,Nonessential
FBgn0010313,,1,347,NE,Nonessential
FBgn0010314,,1,347,NE,Nonessential
FBgn0010315,,1,347,E,Essential
FBgn0010316,,1,347,NE,Nonessential
FBgn0010317,,2,"347,363","NE,NE",Nonessential
FBgn0010323,,1,347,NE,Nonessential
FBgn0010328,,1,347,NE,Nonessential
FBgn0010329,,1,347,NE,Nonessential
FBgn0010333,,1,347,NE,Nonessential
FBgn0010339,,1,347,NE,Nonessential
FBgn0010340,,1,347,NE,Nonessential
FBgn0010341,,1,347,NE,Nonessential
FBgn0010342,,1,347,NE,Nonessential
FBgn0010348,,1,347,NE,Nonessential
FBgn0010349,,1,347,NE,Nonessential
FBgn0010350,,1,347,NE,Nonessential
FBgn0010352,,1,347,NE,Nonessential
FBgn0010355,,1,347,NE,Nonessential
FBgn0010356,,1,347,NE,Nonessential
FBgn0010357,,1,347,NE,Nonessential
FBgn0010358,,1,347,NE,Nonessential
FBgn0010359,,1,347,NE,Nonessential
FBgn0010379,,1,347,NE,Nonessential
FBgn0010380,,1,347,NE,Nonessential
FBgn0010381,,1,347,NE,Nonessential
FBgn0010382,,1,347,E,Essential
FBgn0010383,,1,347,NE,Nonessential
FBgn0010385,,1,347,NE,Nonessential
FBgn0010387,,1,347,NE,Nonessential
FBgn0010388,,1,347,NE,Nonessential
FBgn0010389,,1,347,NE,Nonessential
FBgn0010391,,1,347,NE,Nonessential
FBgn0010395,,1,347,NE,Nonessential
FBgn0010397,,1,347,NE,Nonessential
FBgn0010398,,1,347,NE,Nonessential
FBgn0010399,,1,347,NE,Nonessential
FBgn0010401,,1,347,NE,Nonessential
FBgn0010403,,1,347,NE,Nonessential
FBgn0010406,,1,347,NE,Nonessential
FBgn0010407,,1,347,NE,Nonessential
FBgn0010408,,1,347,E,Essential
FBgn0010409,,1,347,E,Essential
FBgn0010410,,1,347,NE,Nonessential
FBgn0010411,,1,347,E,Essential
FBgn0010412,,1,347,E,Essential
FBgn0010414,,1,347,NE,Nonessential
FBgn0010415,,1,347,NE,Nonessential
FBgn0010416,,1,347,NE,Nonessential
FBgn0010417,,1,347,NE,Nonessential
FBgn0010421,,1,347,NE,Nonessential
FBgn0010422,,1,347,NE,Nonessential
FBgn0010423,,1,347,NE,Nonessential
FBgn0010424,,1,347,NE,Nonessential
FBgn0010425,,1,347,NE,Nonessential
FBgn0010426,,1,347,NE,Nonessential
FBgn0010431,,1,347,NE,Nonessential
FBgn0010433,,1,347,NE,Nonessential
FBgn0010434,,1,347,NE,Nonessential
FBgn0010435,,1,347,NE,Nonessential
FBgn0010438,,1,347,NE,Nonessential
FBgn0010441,,1,347,NE,Nonessential
FBgn0010452,,1,347,NE,Nonessential
FBgn0010453,,1,347,NE,Nonessential
FBgn0010470,,1,347,NE,Nonessential
FBgn0010473,,1,347,NE,Nonessential
FBgn0010482,,1,347,NE,Nonessential
FBgn0010488,,1,347,NE,Nonessential
FBgn0010497,,1,347,NE,Nonessential
FBgn0010501,,1,347,NE,Nonessential
FBgn0010504,,1,347,NE,Nonessential
FBgn0010516,,2,"363,347","E,NE",Conditional
FBgn0010520,,1,347,NE,Nonessential
FBgn0010531,,1,347,NE,Nonessential
FBgn0010548,,1,347,NE,Nonessential
FBgn0010549,,1,347,NE,Nonessential
FBgn0010551,,1,347,NE,Nonessential
FBgn0010575,,1,347,NE,Nonessential
FBgn0010583,,1,347,NE,Nonessential
FBgn0010590,,1,347,E,Essential
FBgn0010591,,1,347,NE,Nonessential
FBgn0010602,,1,347,NE,Nonessential
FBgn0010607,,1,347,NE,Nonessential
FBgn0010609,,2,"363,347","E,NE",Conditional
FBgn0010611,,1,347,NE,Nonessential
FBgn0010612,,1,347,NE,Nonessential
FBgn0010620,,1,347,NE,Nonessential
FBgn0010621,,1,347,NE,Nonessential
FBgn0010622,,1,347,NE,Nonessential
FBgn0010638,,1,347,NE,Nonessential
FBgn0010651,,1,347,NE,Nonessential
FBgn0010660,,2,"347,363","NE,E",Conditional
FBgn0010704,,1,347,NE,Nonessential
FBgn0010709,,1,347,NE,Nonessential
FBgn0010741,,1,347,NE,Nonessential
FBgn0010747,,1,347,NE,Nonessential
FBgn0010750,,1,347,NE,Nonessential
FBgn0010762,,1,347,NE,Nonessential
FBgn0010768,,1,347,NE,Nonessential
FBgn0010770,,1,347,NE,Nonessential
FBgn0010772,,1,347,NE,Nonessential
FBgn0010774,,1,347,NE,Nonessential
FBgn0010786,,1,347,NE,Nonessential
FBgn0010803,,1,347,NE,Nonessential
FBgn0010808,,1,347,NE,Nonessential
FBgn0010812,,1,347,NE,Nonessential
FBgn0010825,,1,347,NE,Nonessential
FBgn0010830,,1,347,NE,Nonessential
FBgn0010877,,1,347,NE,Nonessential
FBgn0010894,,1,347,NE,Nonessential
FBgn0010905,,1,347,NE,Nonessential
FBgn0010909,,1,347,NE,Nonessential
FBgn0010926,,1,347,NE,Nonessential
FBgn0011016,,1,347,NE,Nonessential
FBgn0011020,,1,347,NE,Nonessential
FBgn0011202,,1,347,NE,Nonessential
FBgn0011204,,2,"363,347","E,NE",Conditional
FBgn0011205,,1,347,NE,Nonessential
FBgn0011206,,1,347,NE,Nonessential
FBgn0011207,,1,347,NE,Nonessential
FBgn0011211,,1,347,E,Essential
FBgn0011217,,2,"347,363","NE,E",Conditional
FBgn0011219,,1,347,NE,Nonessential
FBgn0011224,,1,347,NE,Nonessential
FBgn0011225,,1,347,NE,Nonessential
FBgn0011227,,1,347,NE,Nonessential
FBgn0011230,,1,347,NE,Nonessential
FBgn0011232,,1,347,NE,Nonessential
FBgn0011236,,1,347,E,Essential
FBgn0011239,,1,347,NE,Nonessential
FBgn0011241,,1,347,NE,Nonessential
FBgn0011244,,1,347,NE,Nonessential
FBgn0011259,,1,347,NE,Nonessential
FBgn0011260,,1,347,NE,Nonessential
FBgn0011270,,1,347,NE,Nonessential
FBgn0011272,,1,347,NE,Nonessential
FBgn0011273,,1,347,NE,Nonessential
FBgn0011274,,1,347,NE,Nonessential
FBgn0011276,,1,347,NE,Nonessential
FBgn0011277,,1,347,NE,Nonessential
FBgn0011278,,1,347,NE,Nonessential
FBgn0011279,,1,347,NE,Nonessential
FBgn0011280,,1,347,NE,Nonessential
FBgn0011281,,1,347,NE,Nonessential
