locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
FBgn0033485,,1,347,NE,Nonessential
FBgn0033486,,1,347,NE,Nonessential
FBgn0033490,,1,347,NE,Nonessential
FBgn0033491,,1,347,NE,Nonessential
FBgn0033494,,2,"347,363","NE,E",Conditional
FBgn0033495,,1,347,NE,Nonessential
FBgn0033497,,1,347,E,Essential
FBgn0033498,,1,347,NE,Nonessential
FBgn0033499,,1,347,NE,Nonessential
FBgn0033500,,1,347,NE,Nonessential
FBgn0033501,,1,347,NE,Nonessential
FBgn0033502,,1,347,NE,Nonessential
FBgn0033504,,1,347,NE,Nonessential
FBgn0033507,,1,347,NE,Nonessential
FBgn0033508,,1,347,NE,Nonessential
FBgn0033512,,1,347,NE,Nonessential
FBgn0033513,,1,347,NE,Nonessential
FBgn0033515,,1,347,NE,Nonessential
FBgn0033516,,1,347,NE,Nonessential
FBgn0033517,,1,347,NE,Nonessential
FBgn0033518,,1,347,NE,Nonessential
FBgn0033519,,2,"347,363","NE,NE",Nonessential
FBgn0033520,,1,347,NE,Nonessential
FBgn0033521,,1,347,NE,Nonessential
FBgn0033523,,1,347,NE,Nonessential
FBgn0033524,,1,347,NE,Nonessential
FBgn0033526,,1,347,NE,Nonessential
FBgn0033527,,1,347,NE,Nonessential
FBgn0033528,,1,347,NE,Nonessential
FBgn0033529,,1,347,NE,Nonessential
FBgn0033538,,1,347,NE,Nonessential
FBgn0033539,,1,347,NE,Nonessential
FBgn0033540,,1,347,NE,Nonessential
FBgn0033541,,1,347,NE,Nonessential
FBgn0033542,,1,347,NE,Nonessential
FBgn0033543,,1,347,NE,Nonessential
FBgn0033544,,1,347,NE,Nonessential
FBgn0033547,,1,347,NE,Nonessential
FBgn0033548,,1,347,NE,Nonessential
FBgn0033549,,1,347,NE,Nonessential
FBgn0033550,,1,347,NE,Nonessential
FBgn0033551,,1,347,NE,Nonessential
FBgn0033554,,2,"347,363","NE,NE",Nonessential
FBgn0033555,,1,347,NE,Nonessential
FBgn0033556,,1,347,NE,Nonessential
FBgn0033557,,1,347,NE,Nonessential
FBgn0033558,,1,347,NE,Nonessential
FBgn0033562,,1,347,NE,Nonessential
FBgn0033564,,1,347,NE,Nonessential
FBgn0033566,,1,347,NE,Nonessential
FBgn0033569,,1,347,NE,Nonessential
FBgn0033570,,1,347,NE,Nonessential
FBgn0033571,,1,347,NE,Nonessential
FBgn0033572,,1,347,NE,Nonessential
FBgn0033573,,1,347,NE,Nonessential
FBgn0033574,,1,347,NE,Nonessential
FBgn0033578,,1,347,NE,Nonessential
FBgn0033579,,1,347,NE,Nonessential
FBgn0033580,,1,347,NE,Nonessential
FBgn0033581,,1,347,NE,Nonessential
FBgn0033582,,1,347,NE,Nonessential
FBgn0033584,,1,347,NE,Nonessential
FBgn0033587,,1,347,NE,Nonessential
FBgn0033588,,1,347,NE,Nonessential
FBgn0033589,,1,347,NE,Nonessential
FBgn0033590,,1,347,NE,Nonessential
FBgn0033591,,1,347,NE,Nonessential
FBgn0033592,,1,347,NE,Nonessential
FBgn0033593,,1,347,NE,Nonessential
FBgn0033594,,1,347,NE,Nonessential
FBgn0033597,,1,347,NE,Nonessential
FBgn0033598,,1,347,NE,Nonessential
FBgn0033599,,1,347,NE,Nonessential
FBgn0033600,,1,347,NE,Nonessential
FBgn0033601,,1,347,NE,Nonessential
FBgn0033602,,1,347,E,Essential
FBgn0033603,,1,347,NE,Nonessential
FBgn0033605,,1,347,NE,Nonessential
FBgn0033607,,1,347,NE,Nonessential
FBgn0033608,,1,347,NE,Nonessential
FBgn0033609,,1,347,NE,Nonessential
FBgn0033610,,1,347,NE,Nonessential
FBgn0033614,,1,347,NE,Nonessential
FBgn0033615,,1,347,NE,Nonessential
FBgn0033616,,1,347,E,Essential
FBgn0033623,,1,347,NE,Nonessential
FBgn0033624,,1,347,NE,Nonessential
FBgn0033627,,1,347,NE,Nonessential
FBgn0033628,,1,347,NE,Nonessential
FBgn0033629,,1,347,NE,Nonessential
FBgn0033631,,1,347,NE,Nonessential
FBgn0033633,,1,347,NE,Nonessential
FBgn0033635,,1,347,NE,Nonessential
FBgn0033636,,1,347,NE,Nonessential
FBgn0033638,,1,347,NE,Nonessential
FBgn0033639,,1,347,NE,Nonessential
FBgn0033640,,1,347,NE,Nonessential
FBgn0033644,,1,347,NE,Nonessential
FBgn0033645,,1,347,NE,Nonessential
FBgn0033648,,1,347,NE,Nonessential
FBgn0033649,,1,347,NE,Nonessential
FBgn0033650,,1,347,NE,Nonessential
FBgn0033651,,1,347,NE,Nonessential
FBgn0033652,,1,347,NE,Nonessential
FBgn0033653,,1,347,NE,Nonessential
FBgn0033654,,1,347,NE,Nonessential
FBgn0033656,,1,347,NE,Nonessential
FBgn0033657,,1,347,NE,Nonessential
FBgn0033658,,1,347,NE,Nonessential
FBgn0033659,,1,347,NE,Nonessential
FBgn0033661,,1,347,NE,Nonessential
FBgn0033663,,1,347,NE,Nonessential
FBgn0033665,,1,347,NE,Nonessential
FBgn0033667,,1,347,NE,Nonessential
FBgn0033668,,1,347,NE,Nonessential
FBgn0033669,,1,347,NE,Nonessential
FBgn0033672,,1,347,NE,Nonessential
FBgn0033673,,1,347,NE,Nonessential
FBgn0033674,,1,347,NE,Nonessential
FBgn0033677,,1,347,NE,Nonessential
FBgn0033679,,1,347,NE,Nonessential
FBgn0033680,,1,347,NE,Nonessential
FBgn0033683,,1,347,NE,Nonessential
FBgn0033685,,1,347,NE,Nonessential
FBgn0033686,,1,347,NE,Nonessential
FBgn0033687,,1,347,NE,Nonessential
FBgn0033688,,1,347,NE,Nonessential
FBgn0033690,,1,347,NE,Nonessential
FBgn0033691,,1,347,NE,Nonessential
FBgn0033692,,1,347,NE,Nonessential
FBgn0033693,,1,347,NE,Nonessential
FBgn0033696,,1,347,NE,Nonessential
FBgn0033697,,1,347,NE,Nonessential
FBgn0033698,,1,347,NE,Nonessential
FBgn0033699,,1,347,NE,Nonessential
FBgn0033701,,1,347,NE,Nonessential
FBgn0033702,,1,347,NE,Nonessential
FBgn0033703,,1,347,NE,Nonessential
FBgn0033704,,1,347,NE,Nonessential
FBgn0033705,,1,347,NE,Nonessential
FBgn0033706,,1,347,NE,Nonessential
FBgn0033707,,1,347,NE,Nonessential
FBgn0033708,,1,347,NE,Nonessential
FBgn0033710,,1,347,NE,Nonessential
FBgn0033712,,1,347,NE,Nonessential
FBgn0033713,,1,347,NE,Nonessential
FBgn0033714,,1,347,NE,Nonessential
FBgn0033715,,1,347,NE,Nonessential
FBgn0033716,,1,347,NE,Nonessential
FBgn0033717,,1,347,NE,Nonessential
FBgn0033718,,1,347,NE,Nonessential
FBgn0033720,,1,347,NE,Nonessential
FBgn0033721,,1,347,NE,Nonessential
FBgn0033723,,1,347,NE,Nonessential
FBgn0033724,,1,347,NE,Nonessential
FBgn0033725,,1,347,NE,Nonessential
FBgn0033726,,1,347,NE,Nonessential
FBgn0033727,,1,347,NE,Nonessential
FBgn0033728,,1,347,NE,Nonessential
FBgn0033729,,1,347,NE,Nonessential
FBgn0033730,,1,347,NE,Nonessential
FBgn0033731,,1,347,NE,Nonessential
FBgn0033732,,1,347,NE,Nonessential
FBgn0033733,,1,347,NE,Nonessential
FBgn0033734,,1,347,NE,Nonessential
FBgn0033735,,1,347,NE,Nonessential
FBgn0033736,,1,347,NE,Nonessential
FBgn0033737,,1,347,NE,Nonessential
FBgn0033738,,1,347,NE,Nonessential
FBgn0033739,,1,347,NE,Nonessential
FBgn0033740,,1,347,NE,Nonessential
FBgn0033741,,1,347,NE,Nonessential
FBgn0033742,,1,347,NE,Nonessential
FBgn0033744,,1,347,NE,Nonessential
FBgn0033748,,1,347,NE,Nonessential
FBgn0033749,,1,347,NE,Nonessential
FBgn0033750,,1,347,NE,Nonessential
FBgn0033751,,1,347,NE,Nonessential
FBgn0033752,,1,347,NE,Nonessential
FBgn0033753,,1,347,NE,Nonessential
FBgn0033754,,1,347,NE,Nonessential
FBgn0033755,,1,347,NE,Nonessential
FBgn0033756,,1,347,NE,Nonessential
FBgn0033757,,1,347,NE,Nonessential
FBgn0033760,,1,347,NE,Nonessential
FBgn0033761,,1,347,NE,Nonessential
FBgn0033762,,1,347,NE,Nonessential
FBgn0033763,,1,347,NE,Nonessential
FBgn0033764,,1,347,NE,Nonessential
FBgn0033765,,1,347,NE,Nonessential
FBgn0033766,,1,347,NE,Nonessential
FBgn0033767,,1,347,NE,Nonessential
FBgn0033769,,1,347,NE,Nonessential
FBgn0033770,,1,347,NE,Nonessential
FBgn0033773,,1,347,NE,Nonessential
FBgn0033774,,1,347,NE,Nonessential
FBgn0033775,,1,347,NE,Nonessential
FBgn0033777,,1,347,NE,Nonessential
FBgn0033778,,1,347,NE,Nonessential
FBgn0033781,,1,347,NE,Nonessential
FBgn0033782,,1,347,NE,Nonessential
FBgn0033783,,1,347,NE,Nonessential
FBgn0033784,,1,347,NE,Nonessential
FBgn0033785,,1,347,NE,Nonessential
FBgn0033786,,1,347,NE,Nonessential
FBgn0033787,,1,347,NE,Nonessential
FBgn0033788,,1,347,NE,Nonessential
FBgn0033789,,1,347,NE,Nonessential
FBgn0033791,,1,347,NE,Nonessential
FBgn0033792,,1,347,NE,Nonessential
FBgn0033793,,1,347,NE,Nonessential
FBgn0033794,,1,347,NE,Nonessential
FBgn0033798,,1,347,NE,Nonessential
FBgn0033799,,1,347,NE,Nonessential
FBgn0033802,,1,347,NE,Nonessential
FBgn0033806,,1,347,NE,Nonessential
FBgn0033807,,1,347,NE,Nonessential
FBgn0033808,,1,347,NE,Nonessential
FBgn0033809,,1,347,NE,Nonessential
FBgn0033810,,1,347,NE,Nonessential
FBgn0033812,,1,347,NE,Nonessential
FBgn0033813,,1,347,NE,Nonessential
FBgn0033814,,1,347,NE,Nonessential
FBgn0033815,,1,347,NE,Nonessential
FBgn0033816,,1,347,NE,Nonessential
FBgn0033817,,1,347,NE,Nonessential
FBgn0033818,,2,"347,363","NE,NE",Nonessential
FBgn0033819,,1,347,NE,Nonessential
FBgn0033820,,1,347,NE,Nonessential
FBgn0033821,,2,"363,347","NE,NE",Nonessential
FBgn0033826,,1,347,NE,Nonessential
FBgn0033827,,1,347,NE,Nonessential
FBgn0033828,,1,347,NE,Nonessential
FBgn0033830,,1,347,NE,Nonessential
FBgn0033831,,1,347,NE,Nonessential
FBgn0033832,,1,347,NE,Nonessential
FBgn0033834,,1,347,NE,Nonessential
FBgn0033835,,1,347,NE,Nonessential
FBgn0033836,,1,347,NE,Nonessential
FBgn0033842,,1,347,NE,Nonessential
FBgn0033844,,1,347,NE,Nonessential
FBgn0033845,,1,347,NE,Nonessential
FBgn0033846,,1,347,NE,Nonessential
FBgn0033848,,1,347,NE,Nonessential
FBgn0033850,,1,347,NE,Nonessential
FBgn0033851,,1,347,NE,Nonessential
FBgn0033853,,1,347,NE,Nonessential
FBgn0033855,,1,347,NE,Nonessential
FBgn0033856,,1,347,NE,Nonessential
FBgn0033857,,1,347,NE,Nonessential
FBgn0033859,,1,347,NE,Nonessential
FBgn0033860,,1,347,NE,Nonessential
FBgn0033861,,1,347,NE,Nonessential
FBgn0033862,,1,347,NE,Nonessential
FBgn0033863,,1,347,NE,Nonessential
FBgn0033864,,1,347,NE,Nonessential
FBgn0033865,,1,347,NE,Nonessential
FBgn0033866,,1,347,NE,Nonessential
FBgn0033867,,1,347,NE,Nonessential
FBgn0033868,,1,347,NE,Nonessential
FBgn0033869,,1,347,NE,Nonessential
FBgn0033871,,1,347,NE,Nonessential
FBgn0033872,,1,347,NE,Nonessential
FBgn0033873,,1,347,NE,Nonessential
FBgn0033874,,1,347,NE,Nonessential
FBgn0033875,,1,347,NE,Nonessential
FBgn0033876,,1,347,NE,Nonessential
FBgn0033879,,1,347,NE,Nonessential
FBgn0033880,,1,347,NE,Nonessential
FBgn0033882,,1,347,NE,Nonessential
FBgn0033883,,1,347,NE,Nonessential
FBgn0033884,,1,347,NE,Nonessential
FBgn0033885,,1,347,NE,Nonessential
FBgn0033886,,1,347,NE,Nonessential
FBgn0033887,,1,347,NE,Nonessential
FBgn0033888,,1,347,NE,Nonessential
FBgn0033889,,1,347,NE,Nonessential
FBgn0033890,,1,347,NE,Nonessential
FBgn0033891,,1,347,NE,Nonessential
FBgn0033893,,1,347,NE,Nonessential
FBgn0033897,,1,347,NE,Nonessential
FBgn0033899,,1,347,NE,Nonessential
FBgn0033900,,1,347,NE,Nonessential
FBgn0033901,,1,347,NE,Nonessential
FBgn0033902,,1,347,NE,Nonessential
FBgn0033903,,1,347,NE,Nonessential
FBgn0033904,,1,347,NE,Nonessential
FBgn0033905,,2,"363,347","E,NE",Conditional
FBgn0033906,,1,347,NE,Nonessential
FBgn0033907,,1,347,NE,Nonessential
FBgn0033911,,1,347,NE,Nonessential
FBgn0033912,,1,347,NE,Nonessential
FBgn0033913,,1,347,NE,Nonessential
FBgn0033915,,1,347,NE,Nonessential
FBgn0033916,,1,347,NE,Nonessential
FBgn0033917,,1,347,NE,Nonessential
FBgn0033918,,1,347,NE,Nonessential
FBgn0033919,,1,347,NE,Nonessential
FBgn0033921,,1,347,NE,Nonessential
FBgn0033924,,1,347,NE,Nonessential
FBgn0033925,,1,347,NE,Nonessential
FBgn0033926,,1,347,NE,Nonessential
FBgn0033927,,1,347,NE,Nonessential
FBgn0033928,,1,347,NE,Nonessential
FBgn0033929,,1,347,NE,Nonessential
FBgn0033931,,1,347,NE,Nonessential
FBgn0033932,,1,347,NE,Nonessential
FBgn0033933,,1,347,NE,Nonessential
FBgn0033934,,1,347,NE,Nonessential
FBgn0033935,,1,347,NE,Nonessential
FBgn0033936,,1,347,NE,Nonessential
FBgn0033937,,1,347,NE,Nonessential
FBgn0033938,,1,347,NE,Nonessential
FBgn0033939,,1,347,NE,Nonessential
FBgn0033942,,2,"347,363","NE,NE",Nonessential
FBgn0033943,,1,347,NE,Nonessential
FBgn0033945,,1,347,NE,Nonessential
FBgn0033948,,1,347,NE,Nonessential
FBgn0033949,,1,347,NE,Nonessential
FBgn0033950,,1,347,NE,Nonessential
FBgn0033951,,1,347,NE,Nonessential
FBgn0033952,,1,347,NE,Nonessential
FBgn0033953,,1,347,NE,Nonessential
FBgn0033954,,1,347,NE,Nonessential
FBgn0033955,,1,347,NE,Nonessential
FBgn0033957,,1,347,NE,Nonessential
FBgn0033958,,1,347,NE,Nonessential
FBgn0033960,,1,347,NE,Nonessential
FBgn0033961,,1,347,NE,Nonessential
FBgn0033962,,1,347,NE,Nonessential
FBgn0033963,,1,347,NE,Nonessential
FBgn0033968,,1,347,NE,Nonessential
FBgn0033969,,1,347,NE,Nonessential
FBgn0033970,,1,347,NE,Nonessential
FBgn0033971,,1,347,NE,Nonessential
FBgn0033972,,1,347,NE,Nonessential
FBgn0033973,,1,347,NE,Nonessential
FBgn0033978,,1,347,NE,Nonessential
FBgn0033979,,1,347,NE,Nonessential
FBgn0033980,,1,347,NE,Nonessential
FBgn0033981,,1,347,NE,Nonessential
FBgn0033982,,1,347,NE,Nonessential
FBgn0033983,,1,347,NE,Nonessential
FBgn0033984,,2,"347,363","NE,NE",Nonessential
FBgn0033985,,1,347,NE,Nonessential
FBgn0033987,,1,347,NE,Nonessential
FBgn0033988,,1,347,NE,Nonessential
FBgn0033989,,1,347,NE,Nonessential
FBgn0033990,,1,347,NE,Nonessential
FBgn0033993,,1,347,NE,Nonessential
FBgn0033994,,1,347,NE,Nonessential
FBgn0033995,,1,347,NE,Nonessential
FBgn0033996,,1,347,NE,Nonessential
FBgn0033998,,1,347,E,Essential
FBgn0033999,,1,347,NE,Nonessential
FBgn0034000,,1,347,NE,Nonessential
FBgn0034001,,1,347,NE,Nonessential
FBgn0034002,,1,347,NE,Nonessential
FBgn0034005,,1,347,NE,Nonessential
FBgn0034007,,1,347,NE,Nonessential
FBgn0034008,,1,347,NE,Nonessential
FBgn0034009,,1,347,NE,Nonessential
FBgn0034010,,1,347,NE,Nonessential
FBgn0034011,,1,347,NE,Nonessential
FBgn0034012,,1,347,NE,Nonessential
FBgn0034013,,1,347,NE,Nonessential
FBgn0034020,,1,347,NE,Nonessential
FBgn0034021,,1,347,NE,Nonessential
FBgn0034022,,1,347,NE,Nonessential
FBgn0034023,,1,347,NE,Nonessential
FBgn0034025,,1,347,NE,Nonessential
FBgn0034027,,1,347,NE,Nonessential
FBgn0034029,,1,347,NE,Nonessential
FBgn0034030,,1,347,NE,Nonessential
FBgn0034031,,1,347,NE,Nonessential
FBgn0034032,,1,347,NE,Nonessential
FBgn0034033,,1,347,NE,Nonessential
FBgn0034035,,1,347,NE,Nonessential
FBgn0034037,,1,347,NE,Nonessential
FBgn0034045,,1,347,NE,Nonessential
FBgn0034046,,1,347,NE,Nonessential
FBgn0034047,,1,347,NE,Nonessential
FBgn0034049,,1,347,NE,Nonessential
FBgn0034050,,1,347,NE,Nonessential
FBgn0034051,,1,347,NE,Nonessential
FBgn0034052,,1,347,NE,Nonessential
FBgn0034053,,1,347,NE,Nonessential
FBgn0034054,,1,347,NE,Nonessential
FBgn0034056,,1,347,NE,Nonessential
FBgn0034057,,1,347,NE,Nonessential
FBgn0034058,,1,347,NE,Nonessential
FBgn0034059,,1,347,NE,Nonessential
FBgn0034060,,1,347,NE,Nonessential
FBgn0034061,,1,347,NE,Nonessential
FBgn0034062,,1,347,NE,Nonessential
FBgn0034063,,1,347,NE,Nonessential
FBgn0034065,,1,347,NE,Nonessential
FBgn0034066,,1,347,NE,Nonessential
FBgn0034067,,1,347,NE,Nonessential
FBgn0034068,,1,347,NE,Nonessential
FBgn0034069,,1,347,NE,Nonessential
FBgn0034070,,1,347,NE,Nonessential
FBgn0034071,,1,347,NE,Nonessential
FBgn0034072,,1,347,NE,Nonessential
FBgn0034073,,1,347,NE,Nonessential
FBgn0034075,,1,347,NE,Nonessential
FBgn0034076,,1,347,NE,Nonessential
FBgn0034081,,1,347,NE,Nonessential
FBgn0034082,,1,347,NE,Nonessential
FBgn0034083,,1,347,NE,Nonessential
FBgn0034084,,1,347,NE,Nonessential
FBgn0034085,,1,347,NE,Nonessential
FBgn0034086,,1,347,NE,Nonessential
FBgn0034087,,1,347,NE,Nonessential
FBgn0034088,,1,347,NE,Nonessential
FBgn0034089,,1,347,NE,Nonessential
FBgn0034091,,1,347,NE,Nonessential
FBgn0034092,,1,347,NE,Nonessential
FBgn0034093,,1,347,NE,Nonessential
FBgn0034094,,1,347,NE,Nonessential
FBgn0034095,,1,347,NE,Nonessential
FBgn0034096,,1,347,NE,Nonessential
FBgn0034097,,1,347,NE,Nonessential
FBgn0034098,,1,347,NE,Nonessential
FBgn0034099,,1,347,NE,Nonessential
FBgn0034100,,1,347,NE,Nonessential
FBgn0034103,,1,347,NE,Nonessential
FBgn0034104,,1,347,NE,Nonessential
FBgn0034105,,1,347,NE,Nonessential
FBgn0034106,,1,347,NE,Nonessential
FBgn0034109,,1,347,NE,Nonessential
FBgn0034110,,1,347,NE,Nonessential
FBgn0034113,,1,347,NE,Nonessential
FBgn0034114,,1,347,NE,Nonessential
FBgn0034117,,1,347,NE,Nonessential
FBgn0034118,,1,347,NE,Nonessential
FBgn0034120,,1,347,NE,Nonessential
FBgn0034121,,1,347,NE,Nonessential
FBgn0034122,,1,347,NE,Nonessential
FBgn0034126,,1,347,NE,Nonessential
FBgn0034127,,1,347,NE,Nonessential
FBgn0034128,,1,347,NE,Nonessential
FBgn0034129,,1,347,NE,Nonessential
FBgn0034131,,1,347,NE,Nonessential
FBgn0034132,,1,347,NE,Nonessential
FBgn0034133,,1,347,NE,Nonessential
FBgn0034135,,1,347,NE,Nonessential
FBgn0034136,,1,347,NE,Nonessential
FBgn0034137,,1,347,NE,Nonessential
FBgn0034138,,1,347,E,Essential
FBgn0034139,,1,347,NE,Nonessential
FBgn0034140,,1,347,NE,Nonessential
FBgn0034141,,1,347,NE,Nonessential
FBgn0034142,,1,347,NE,Nonessential
FBgn0034143,,1,347,NE,Nonessential
FBgn0034144,,1,347,NE,Nonessential
FBgn0034145,,1,347,NE,Nonessential
FBgn0034151,,1,347,NE,Nonessential
FBgn0034152,,2,"347,363","NE,E",Conditional
FBgn0034153,,2,"363,347","NE,NE",Nonessential
FBgn0034154,,1,347,NE,Nonessential
FBgn0034155,,1,347,NE,Nonessential
FBgn0034156,,2,"363,347","E,NE",Conditional
FBgn0034157,,1,347,NE,Nonessential
FBgn0034158,,1,347,NE,Nonessential
FBgn0034159,,1,347,NE,Nonessential
FBgn0034160,,1,347,NE,Nonessential
FBgn0034162,,1,347,NE,Nonessential
FBgn0034165,,1,347,NE,Nonessential
FBgn0034166,,2,"363,347","NE,NE",Nonessential
FBgn0034168,,1,347,NE,Nonessential
FBgn0034169,,1,347,NE,Nonessential
FBgn0034172,,1,347,NE,Nonessential
FBgn0034173,,1,347,NE,Nonessential
FBgn0034175,,1,347,NE,Nonessential
FBgn0034176,,1,347,NE,Nonessential
FBgn0034177,,1,347,NE,Nonessential
FBgn0034179,,1,347,NE,Nonessential
FBgn0034180,,1,347,NE,Nonessential
FBgn0034181,,1,347,NE,Nonessential
FBgn0034182,,1,347,NE,Nonessential
FBgn0034183,,1,347,NE,Nonessential
FBgn0034184,,1,347,NE,Nonessential
FBgn0034186,,2,"347,363","NE,E",Conditional
FBgn0034187,,1,347,NE,Nonessential
FBgn0034191,,1,347,E,Essential
FBgn0034194,,1,347,NE,Nonessential
FBgn0034195,,1,347,NE,Nonessential
FBgn0034196,,1,347,NE,Nonessential
FBgn0034197,,1,347,NE,Nonessential
FBgn0034198,,1,347,NE,Nonessential
FBgn0034199,,1,347,NE,Nonessential
FBgn0034200,,1,347,NE,Nonessential
FBgn0034201,,1,347,NE,Nonessential
FBgn0034202,,1,347,NE,Nonessential
FBgn0034204,,1,347,NE,Nonessential
FBgn0034205,,1,347,NE,Nonessential
FBgn0034206,,1,347,NE,Nonessential
FBgn0034210,,1,347,NE,Nonessential
FBgn0034214,,1,347,NE,Nonessential
FBgn0034215,,1,347,NE,Nonessential
FBgn0034217,,1,347,NE,Nonessential
FBgn0034218,,1,347,NE,Nonessential
FBgn0034219,,1,347,NE,Nonessential
FBgn0034221,,1,347,NE,Nonessential
FBgn0034223,,1,347,NE,Nonessential
FBgn0034224,,1,347,NE,Nonessential
FBgn0034225,,1,347,NE,Nonessential
FBgn0034228,,1,347,NE,Nonessential
FBgn0034229,,1,347,NE,Nonessential
FBgn0034230,,1,347,NE,Nonessential
FBgn0034231,,1,347,NE,Nonessential
FBgn0034232,,1,347,NE,Nonessential
FBgn0034237,,1,347,NE,Nonessential
FBgn0034238,,1,347,NE,Nonessential
FBgn0034239,,1,347,NE,Nonessential
FBgn0034240,,1,347,NE,Nonessential
FBgn0034242,,1,347,NE,Nonessential
FBgn0034243,,1,347,NE,Nonessential
FBgn0034245,,1,347,NE,Nonessential
FBgn0034246,,1,347,NE,Nonessential
FBgn0034247,,1,347,NE,Nonessential
FBgn0034248,,1,347,NE,Nonessential
FBgn0034249,,1,347,NE,Nonessential
FBgn0034251,,1,347,NE,Nonessential
FBgn0034253,,1,347,NE,Nonessential
FBgn0034255,,1,347,NE,Nonessential
FBgn0034258,,1,347,NE,Nonessential
FBgn0034259,,1,347,NE,Nonessential
FBgn0034261,,1,347,NE,Nonessential
FBgn0034262,,1,347,NE,Nonessential
FBgn0034263,,1,347,NE,Nonessential
FBgn0034264,,1,347,NE,Nonessential
FBgn0034265,,1,347,NE,Nonessential
FBgn0034266,,1,347,NE,Nonessential
FBgn0034267,,1,347,NE,Nonessential
FBgn0034269,,1,347,NE,Nonessential
FBgn0034270,,1,347,NE,Nonessential
FBgn0034271,,1,347,NE,Nonessential
FBgn0034272,,1,347,NE,Nonessential
FBgn0034274,,1,347,NE,Nonessential
FBgn0034275,,1,347,NE,Nonessential
FBgn0034276,,1,347,NE,Nonessential
FBgn0034277,,1,347,NE,Nonessential
FBgn0034278,,1,347,NE,Nonessential
FBgn0034279,,1,347,NE,Nonessential
FBgn0034281,,1,347,NE,Nonessential
FBgn0034282,,1,347,NE,Nonessential
FBgn0034283,,1,347,NE,Nonessential
FBgn0034284,,1,347,NE,Nonessential
FBgn0034286,,1,347,NE,Nonessential
FBgn0034288,,1,347,NE,Nonessential
FBgn0034289,,1,347,NE,Nonessential
FBgn0034290,,1,347,NE,Nonessential
FBgn0034291,,1,347,NE,Nonessential
FBgn0034292,,1,347,NE,Nonessential
FBgn0034293,,1,347,NE,Nonessential
FBgn0034294,,1,347,NE,Nonessential
FBgn0034295,,1,347,NE,Nonessential
FBgn0034296,,1,347,NE,Nonessential
FBgn0034299,,1,347,NE,Nonessential
FBgn0034300,,1,347,NE,Nonessential
FBgn0034301,,1,347,NE,Nonessential
FBgn0034304,,1,347,NE,Nonessential
FBgn0034307,,1,347,NE,Nonessential
FBgn0034308,,1,347,NE,Nonessential
FBgn0034310,,1,347,NE,Nonessential
FBgn0034312,,1,347,NE,Nonessential
FBgn0034313,,1,347,NE,Nonessential
FBgn0034314,,1,347,NE,Nonessential
FBgn0034315,,2,"363,347","E,NE",Conditional
FBgn0034318,,1,347,NE,Nonessential
FBgn0034321,,1,347,NE,Nonessential
FBgn0034322,,1,347,NE,Nonessential
FBgn0034323,,1,347,NE,Nonessential
FBgn0034324,,1,347,NE,Nonessential
FBgn0034325,,1,347,NE,Nonessential
FBgn0034326,,1,347,NE,Nonessential
FBgn0034327,,1,347,NE,Nonessential
FBgn0034328,,1,347,NE,Nonessential
FBgn0034329,,1,347,NE,Nonessential
FBgn0034330,,1,347,NE,Nonessential
FBgn0034331,,1,347,NE,Nonessential
FBgn0034335,,1,347,NE,Nonessential
FBgn0034345,,1,347,NE,Nonessential
FBgn0034346,,1,347,NE,Nonessential
FBgn0034350,,1,347,NE,Nonessential
FBgn0034351,,1,347,NE,Nonessential
FBgn0034352,,1,347,NE,Nonessential
FBgn0034354,,1,347,NE,Nonessential
FBgn0034355,,1,347,NE,Nonessential
FBgn0034356,,1,347,NE,Nonessential
FBgn0034360,,1,347,NE,Nonessential
FBgn0034361,,1,347,NE,Nonessential
FBgn0034362,,1,347,NE,Nonessential
FBgn0034363,,1,347,NE,Nonessential
FBgn0034364,,1,347,NE,Nonessential
FBgn0034365,,1,347,NE,Nonessential
FBgn0034366,,1,347,NE,Nonessential
FBgn0034367,,1,347,NE,Nonessential
FBgn0034368,,1,347,NE,Nonessential
FBgn0034371,,1,347,NE,Nonessential
FBgn0034372,,1,347,NE,Nonessential
FBgn0034374,,1,347,NE,Nonessential
FBgn0034376,,1,347,NE,Nonessential
FBgn0034377,,1,347,NE,Nonessential
FBgn0034378,,1,347,NE,Nonessential
FBgn0034379,,1,347,NE,Nonessential
FBgn0034380,,1,347,NE,Nonessential
FBgn0034381,,1,347,NE,Nonessential
FBgn0034382,,1,347,NE,Nonessential
FBgn0034383,,1,347,NE,Nonessential
FBgn0034387,,1,347,NE,Nonessential
FBgn0034389,,1,347,NE,Nonessential
FBgn0034390,,1,347,NE,Nonessential
FBgn0034391,,1,347,NE,Nonessential
FBgn0034392,,1,347,NE,Nonessential
FBgn0034394,,1,347,NE,Nonessential
FBgn0034396,,1,347,NE,Nonessential
FBgn0034397,,1,347,NE,Nonessential
FBgn0034398,,1,347,NE,Nonessential
FBgn0034399,,1,347,NE,Nonessential
FBgn0034400,,1,347,NE,Nonessential
FBgn0034401,,1,347,NE,Nonessential
FBgn0034402,,1,347,NE,Nonessential
FBgn0034403,,1,347,NE,Nonessential
FBgn0034405,,1,347,NE,Nonessential
FBgn0034406,,1,347,NE,Nonessential
FBgn0034407,,1,347,NE,Nonessential
FBgn0034408,,1,347,NE,Nonessential
FBgn0034410,,1,347,NE,Nonessential
FBgn0034411,,1,347,NE,Nonessential
