Interactor A,Interactor B,Interaction Score
Q9VLN1,P50536,0.98799804802816
Q9VLN1,Q9VXY7,0.29748
Q9VLN1,Q9GQN4,0.8002732
Q8SWU2,O76331,0.09
Q8SWU2,Q86PD5,0.09
Q8SWU2,Q8MSW8,0.09
Q8SWU2,Q8SX88,0.09
Q8SWU2,Q9VRV8,0.29433
Q9VW13,O76331,0.09
Q9VW13,Q86PD5,0.09
Q9VW13,Q8MSW8,0.09
Q9VW13,Q8SX88,0.09
Q9VW13,Q9VRV8,0.29433
Q9VW13,Q8I8V0,0.09
Q0E961,Q9VTW2,0.88078
Q0E961,P81900,0.2811
Q0E961,Q23979,0.7496
Q0E961,Q4V3F0,0.85267
Q0E961,M9PHX2,0.2811
Q8MSR0,Q9VTW2,0.282
Q8MSR0,P81900,0.09
Q8MSR0,Q23979,0.24
A1Z9U0,Q9VGR1,0.237
A1Z9U0,A1Z9G7,0.09
A1Z9U0,Q8MZ89,0.09
A1Z9U0,Q8MT58,0.09
A1Z9U0,O02194,0.2998542
Q8MT63,Q9VGR1,0.237
Q8MT63,A1Z9G7,0.09
Q8MT63,Q8MZ89,0.09
Q94548,Q9VUY8,0.258
Q94548,Q9W170,0.21
Q9VGI4,Q9VUY8,0.85898864
Q9VGI4,A1Z813,0.24
Q9VGI4,Q95R66,0.24
Q9VGI4,Q9W170,0.771374368
Q9VGI4,Q9W5R8,0.99598175871616
Q9VGI4,O76908,0.79552
Q9VGI4,P02518,0.87513000832
Q9VGI4,A1ZBL0,0.2996472
Q9VGI4,P11346,0.9936682057312
Q9VGI4,Q9VI72,0.9904338784
Q9VGI4,Q9VC64,0.98999696512
Q9VGI4,A1Z8X3,0.97785126528
Q9VGI4,Q9VGI5,0.78907096
Q9VGI4,P48598,0.99893407470477
Q9VGI4,Q0KHS0,0.9444278175328
Q9VGI5,Q9VUY8,0.6794
Q9VGI5,Q9W170,0.553
Q9VGI5,Q9W5R8,0.78674836
Q9VGI5,P02518,0.6241
Q9VGI5,A1ZBL0,0.237
Q9VGI5,P11346,0.7795483
Q9VGI5,Q9VI72,0.783364
Q9VGI5,Q9VC64,0.78052
Q9VGI5,A1Z8X3,0.76788
Q9VGI5,P48598,0.789820828
Q9VGI5,P07207,0.785576
Q9VGI5,Q24568,0.7584
Q6NR50,Q9VGI4,0.24
Q8IGG0,Q9VGI4,0.24
Q9VGI1,Q9VGI4,0.24
Q9VGI1,Q24253,0.7904
Q9VGI1,A0A0B4KER0,0.2976
Q9VGI1,Q9W3Q0,0.7664
Q9VGI1,Q9W4Y3,0.24
Q9VGI1,Q9VUQ5,0.24
Q27350,Q9VGZ2,0.9737512
Q27350,Q7K0Y1,0.96244696
Q27350,P16371,0.9854778616
Q27350,Q95TY2,0.29748
Q27350,Q05201,0.98327056
Q27350,Q9VZJ3,0.987712928
Q27350,P08182,0.79328
Q27350,Q9VDE9,0.29748
Q27350,Q24174,0.98327056
Q27350,Q7K4L8,0.783364
Q27350,A1ZAN6,0.29748
Q27350,A1ZAN7,0.29748
Q27350,Q4V6Y6,0.29748
O46173,P23128,0.299496
Q95RE4,P49905,0.8526990616
Q95RE4,Q9W4S7,0.86583878008
Q95RE4,Q9VWJ6,0.412161
Q95RE4,Q9VR61,0.8583987094
Q95RE4,Q9XZ56,0.237
Q95RE4,P23128,0.84324821992
Q95RE4,P28750,0.58079226
Q95RE4,Q9W0V1,0.46506651
Q95RE4,P48598,0.479079371436
Q95RE4,M9PF20,0.2916
Q95RE4,Q9VTZ0,0.5971
Q95RE4,Q9VW83,0.47645124
Q95RE4,Q95V55,0.8886140176
Q95RE4,P91634,0.296031
Q95RE4,Q24167,0.8871908896
Q9VUB3,Q9VC49,0.9367874884
Q7K137,Q9W0P8,0.298866
Q7K137,Q9XTN2,0.237
Q9U8B9,Q9W0P8,0.298866
Q9V9U7,A0A0B4LHY5,0.6824
Q9V9U7,Q2PDR9,0.2559
Q9V9U7,Q7KT16,0.67387
Q9V9U7,Q9VIJ4,0.67387
Q95RW5,Q1LZ24,0.237
Q95RW5,Q95TL6,0.09
Q9VZ00,Q1LZ24,0.237
Q9VZ00,Q95TL6,0.09
Q9VZ00,Q24307,0.21
Q9VZ00,P05205,0.29999999999986
Q9VZ00,Q24568,0.637
Q9VZ00,O61307,0.637
Q9VZ00,Q9VH81,0.282
Q9VZ00,Q9VJ30,0.237
Q9VZ00,Q24114,0.49
Q8MZH8,O96692,0.153
Q9VV38,Q9VTZ0,0.09
Q9VV38,Q95NV8,0.09
Q9VV38,Q9VKK5,0.5996
Q9VV38,M9PF20,0.24
Q9VV38,O16011,0.09
Q9VBP5,Q8IRH5,0.877969
Q9VBP5,Q9VCU7,0.2811
Q9VBP5,P52295,0.9319402
Q9VBP5,Q9VHP9,0.93542584
Q9VBP5,Q86BS3,0.93542584
Q9VBP5,Q9VVT4,0.74023
Q9VBP5,Q86B50,0.2811
Q4V6X9,Q9VQF7,0.78052
Q7K2U6,A8JR05,0.09
Q5BI36,P14785,0.29832
Q5BI36,Q9V9Y7,0.09
Q5BI36,Q9VL58,0.09
Q5BI36,A1Z9S8,0.09
Q5BI36,Q8SZ05,0.09
Q8SY24,P14785,0.29832
Q8SY24,Q9V9Y7,0.09
Q8SY24,Q9VL58,0.09
Q8SY24,A1Z9S8,0.09
Q8SY24,Q8SZ05,0.09
Q9VAY3,Q8SYR7,0.237
Q9VAY3,Q9VHX9,0.237
Q9VAY3,A8DY77,0.7584
Q9W352,Q9VXL5,0.897646
Q9W352,A1ZA03,0.75682
Q9W352,O76417,0.2874
Q9W352,Q8T9C0,0.2874
Q9W352,Q9VWT5,0.932134
Q9W352,Q94545,0.9579816064
Q9W352,Q5LJZ2,0.957678112
Q0KI14,P29993,0.92873566
Q8SXK9,P29993,0.297354
Q9VC17,P29993,0.297354
Q9VCT9,Q9V3C1,0.288
Q9VCT9,Q9V3V6,0.29944434
Q9VCT9,Q9XZC3,0.09
Q9VCT9,Q9W4N8,0.09
Q9VCT9,Q9VLX0,0.21
Q960N6,Q9VWE4,0.2811
Q960N6,Q9VU02,0.2999666604
Q960N6,P05205,0.29999999999986
Q960N6,Q7KVY5,0.09
Q960N6,A1ZBC5,0.21
Q9VYY7,Q9VWE4,0.9291292
Q9VYY7,Q9VU02,0.9914898015088
Q9VYY7,P05205,0.99159999999953
Q9VYY7,Q7KVY5,0.29748
Q9VYY7,Q9I7S6,0.69412
Q6NN09,Q8MRF0,0.153
Q6NN09,Q9VIK0,0.56803
Q6NN09,Q8MKK7,0.153
Q6NN09,Q9W251,0.2601
Q6NN09,Q9VZF1,0.2601
Q6NN09,Q9VYX5,0.2601
Q6NN09,P33450,0.61212610968
Q9VIK0,Q9W5R8,0.9259410076
Q9VIK0,Q9W5N0,0.273
Q9VIK0,O61307,0.8477949450848
Q9VIK0,Q6QU65,0.237
Q9VIK0,M9PE01,0.33843
Q9VIK0,Q9VXY7,0.902356
Q9VIK0,Q24568,0.903936
Q9VIK0,Q9VH81,0.883246
Q9VIK0,A1Z920,0.8093760896
P13095,Q8SWX7,0.2706
P13095,Q8T3S1,0.2706
P13095,Q9VNV0,0.2706
P13095,A1Z813,0.2706
P13095,Q95R66,0.2706
P13095,P20385,0.8944232
P13095,P15619,0.8944232
P13095,Q95RV6,0.2706
P13095,Q9VV52,0.71258
P13095,Q9VWZ1,0.71258
P13095,Q9XYR0,0.71258
P13095,Q9VKC4,0.71258
P13095,Q9VQF7,0.891176
P13095,P10084,0.89859044
P13095,P16371,0.896431052
Q7K0L5,Q9VK59,0.09
Q7K0L5,Q9W5R8,0.09
Q9VTU0,Q9W1A2,0.8281
Q9VTU0,Q9VGQ1,0.637
Q9VTU0,Q7K4L8,0.8635483
Q9VTU0,Q9W5R8,0.92847213772
Q9VTU0,Q9W141,0.8736
Q9VTU0,Q9BIR7,0.273
Q9VTU0,Q9BIS2,0.273
Q9VTU0,P02825,0.273
Q9VTU0,P82910,0.273
Q9VTU0,Q9VG58,0.273
Q9VTU0,P46150,0.98070176657024
Q9VTU0,Q9VR61,0.9723656674
Q9VTU0,P00334,0.878416
Q9VTU0,Q24568,0.8736
Q9VTU0,Q9GQN4,0.7267207
Q9VTU0,Q9VLS7,0.5911083
Q9VTU0,M9NFI9,0.273
Q8MZD6,Q7JY31,0.09
Q8MZD6,Q9VD44,0.24
Q9VSB6,Q7JY31,0.2811
Q9VSB6,Q9VD44,0.9143632
Q9VSB6,Q9W5R8,0.94718321332
Q9VSB6,Q9VEX9,0.78122305798
Q9VSB6,A1ZBL0,0.2811
Q9VSB6,Q9XZ56,0.74023
Q9VSB6,A8DZ29,0.85267
Q9VSB6,O61380,0.728161
Q9W107,P18459,0.273
Q9W107,Q04164,0.27942
Q9W107,Q9VEN1,0.9331088317792
Q9W107,Q7KSF4,0.7189
Q9W107,Q8T3K7,0.273
Q9W107,Q9GQV2,0.273
Q9W107,Q7K3N4,0.1971
Q9W107,Q8STG9,0.8158622
Q9W107,Q9VNB5,0.29995464
O46068,Q9VYY3,0.2874
O46068,Q9V9Q4,0.09
Q9VYY3,Q9VLL1,0.29622
Q9VYY3,A8DYH2,0.739774
Q29R09,Q9VYY3,0.2874
Q29R09,Q9V9Q4,0.09
Q86M59,Q9VYY3,0.2874
Q86M59,Q9V9Q4,0.09
Q8T3U4,Q9VYY3,0.2874
Q8T3U4,Q9V9Q4,0.09
Q9W5R5,Q9V3R1,0.59323
Q9W5R5,Q7KJ42,0.09
Q9W5R5,Q7KM33,0.09
Q9W5R5,Q95U83,0.09
Q9W5R5,Q9V9C8,0.33087
Q9W5R5,Q9VXL5,0.74023
Q9W5R5,Q8MS00,0.09
Q9W5R5,Q9GNL3,0.2706
Q9W5R5,Q9VM65,0.237
Q9W5R5,Q9V564,0.351534
Q9W5R5,Q8T0S6,0.777543669904
Q9W5R5,Q9VV73,0.83714584
Q9W5R5,Q9VKI0,0.76952066
Q9W5R5,A8JRE3,0.83408801728
Q9W5R5,Q9VB55,0.6241
Q9W5R5,Q9VKU8,0.237
Q9W5R5,A0A0B4KER0,0.78368
Q9W5R5,B7Z126,0.76788
Q9W5R5,Q8IRT7,0.64687
Q9W5R5,Q8IRT8,0.657931
Q9W5R5,M9NEH9,0.237
Q9W5R5,P91632,0.657931
Q9W5R5,Q95SZ9,0.657931
Q9W5R5,D3DML3,0.72032
Q9W5R5,Q9VLT9,0.237
Q5BI67,Q9TVP3,0.09
Q5BI67,O16810,0.299496
Q5BI67,Q02870,0.297354
Q5BI67,P19889,0.29928
Q5BI67,Q0E9B6,0.288
Q5BI67,Q02748,0.29622
Q5BI67,P19538,0.2994708
Q8SXX7,Q9TVP3,0.09
Q8SXX7,O16810,0.299496
Q8SXX7,Q02870,0.297354
Q8SXX7,P19889,0.29928
Q8SXX7,Q0E9B6,0.288
Q8SXX7,Q02748,0.29622
Q8SXX7,P19538,0.2994708
Q8T0U9,Q9TVP3,0.09
Q8T0U9,O16810,0.299496
Q8T0U9,Q02870,0.297354
Q8T0U9,P19889,0.29928
Q8T0U9,Q0E9B6,0.288
Q8T0U9,Q02748,0.29622
Q8T0U9,P19538,0.2994708
P17704,A1Z909,0.237
P17704,Q8T9K3,0.09
P17704,P33244,0.649624803024
P17704,Q7K5N4,0.8416200384
P17704,Q9VXN9,0.500004
P17704,Q9GNK5,0.78432
P17704,Q24307,0.9617452296
P17704,Q9V3Q6,0.95157624
P17704,Q9V3B4,0.944693112
P17704,Q9W4S7,0.505777270944
P17704,Q9VR61,0.97322298792
P17704,Q9W0V1,0.925957668
P17704,Q9VSS1,0.9529488
P17704,Q9VW83,0.971458032
P17704,Q95V55,0.96689477568
P17704,P91634,0.967429308
P17704,Q24167,0.84891529728
P17704,M9NEA1,0.774516
P17704,Q9VLS7,0.54500364
P17704,P13709,0.282
P17704,O97394,0.78432
P17704,M9PE01,0.4423548
P17704,Q9VJ30,0.97561983048
P17704,Q9VVX3,0.24
Q8SY67,Q9VZZ4,0.709801
A1Z8H6,Q0E8S7,0.24
Q9VLX0,Q05201,0.56
Q9VLX0,Q9VN55,0.21
Q9VLX0,Q9V4L4,0.59323
Q9VLX0,Q24475,0.7599032
Q9VLX0,P83094,0.638020578
Q9VLX0,Q8IQX8,0.7060963
Q9VLX0,Q9VWT1,0.553
Q9VLX0,Q7KMQ6,0.553
Q9VLX0,Q9V3L4,0.49
Q9VLX0,Q9Y0B6,0.49
Q9VLX0,Q8IRM2,0.3759
Q9VLX0,Q9W301,0.21
Q9VLX0,Q9VYR2,0.153
Q9VLX0,Q9VMX0,0.8641192
Q9VLX0,Q9VMM4,0.21
Q9VLX0,Q9VMS3,0.2811
Q9VLX0,Q7JWW5,0.5971
Q9VLX0,Q7K5K0,0.6524
Q9VLX0,Q86BS5,0.64687
Q9VLX0,Q8MQJ8,0.64687
Q9VLX0,Q8MQK1,0.3759
Q9VLX0,Q9VVN1,0.153
Q9VLX0,Q961B9,0.237
Q9VLX0,Q9VF14,0.2811
Q9VLX0,Q9VNE9,0.7521612
Q9VLX0,Q8MLR5,0.153
Q9VLX0,A1Z8R6,0.153
Q9VLX0,Q7JZU2,0.09
Q9VLX0,Q9VSA3,0.83965294
Q9VLX0,P34021,0.6656
P20007,Q7KVP5,0.553
P20007,Q7KVP6,0.553
P20007,Q9W2I0,0.553
P20007,P25159,0.789999362944
O97062,Q7KUY7,0.49
O97062,Q9VXL1,0.49
Q9VRW7,Q9VKN9,0.49
O97063,Q9VN73,0.637
Q8T3N7,Q9VDW5,0.09
Q8T3N7,Q960Q8,0.273
Q9VFP5,Q9VDW5,0.09
Q9VFP5,Q960Q8,0.273
Q9VFP5,Q9W0V1,0.09
Q9VFP5,Q9VH07,0.2999568
Q9BMG9,Q9W4S7,0.2998488
Q9BMG9,Q9VFU7,0.357
Q9BMG9,A0A0B4K7N1,0.21
Q9BMG9,Q9VB35,0.553
O18407,Q9VZL5,0.21
O18407,Q9VTA8,0.09
O18407,Q9VZU8,0.2919
O18407,P16568,0.282
O18407,Q24388,0.09
O18407,Q9V564,0.2874
O18407,Q9V4L4,0.21
O18407,Q9W314,0.09
O18407,P25723,0.09
O18407,Q9U1G9,0.09
O18407,Q9VB86,0.09
O18407,Q8IRM2,0.09
O18407,Q9W301,0.09
O18407,Q9VMS3,0.237
O18407,Q9VKP6,0.09
O18407,Q7K0F7,0.09
O18407,Q7JZB1,0.09
O18407,Q8SZN5,0.09
O18407,Q9VC58,0.273
O18407,Q8SZC2,0.09
O18407,Q8MTU7,0.09
O18407,Q9VEM9,0.09
O18407,Q8IPP8,0.21
O18407,Q9VMC3,0.21
O18407,Q8SX47,0.21
O18407,Q9VDY9,0.237
O18407,Q8T0Q4,0.282
O18407,Q9VBR3,0.09
O18407,P07713,0.258
O18407,Q24025,0.09
Q9VMV5,Q9VZL5,0.21
Q9VMV5,Q9VTA8,0.09
Q9VMV5,Q9VZU8,0.2919
Q9VMV5,P16568,0.282
Q9VMV5,Q24388,0.9094732
Q9VMV5,Q9V564,0.2874
Q9VMV5,Q9V4L4,0.21
Q9VMV5,Q9W314,0.700246
Q9VMV5,P25723,0.7787062
Q9VMV5,Q9U1G9,0.09
Q9VMV5,Q9VB86,0.700246
Q9VMV5,Q8IRM2,0.700246
Q9VMV5,Q9W301,0.700246
Q9VMV5,Q9VMS3,0.237
Q9VMV5,Q9VKX6,0.6706
Q9VMV5,Q9VKP6,0.09
Q9VMV5,Q9W2J7,0.6706
Q9VMV5,Q7K0F7,0.09
Q9VMV5,Q7JZB1,0.09
Q9VMV5,Q8SZN5,0.09
Q9VMV5,Q9VC58,0.273
Q9VMV5,Q9VBB3,0.6706
Q9VMV5,Q8SZC2,0.09
Q9VMV5,Q8MTU7,0.09
Q9VMV5,Q9VEM9,0.700246
Q9VMV5,Q8IPP8,0.21
Q9VMV5,Q9VMC3,0.21
Q9VMV5,Q8SX47,0.21
Q9VMV5,Q9VDY9,0.237
Q9VMV5,Q8T0Q4,0.282
Q9VMV5,Q9VBR3,0.700246
Q9VMV5,P08120,0.92516524
Q9VMV5,Q7K3H0,0.24
Q9VMV5,Q8T9B6,0.29832
Q9VMV5,Q9W0U6,0.2811
Q9VMV5,Q9VLS7,0.24
Q9VMV5,Q9W4Y3,0.9094732
Q9VJU2,Q9VYC9,0.553
A1Z7K9,Q9V3Z9,0.432069
A1Z7K9,P46415,0.74023
A1Z7K9,Q9V9Q6,0.7636093
A1Z7K9,Q4R0P9,0.09
A1Z7K9,Q8IPV7,0.237
A1Z7K9,Q95R58,0.09
A1Z7K9,Q9VPQ5,0.2874
A1Z7K9,Q9V557,0.2811
A1Z7K9,O97182,0.615609
A1Z7K9,P13709,0.282
A1Z7K9,Q0E8N2,0.910764
A1Z7K9,P46223,0.93149044
A1Z7K9,Q9V535,0.82458748832
A1Z7K9,P07487,0.799261
A1Z7K9,Q8SY33,0.80582
A1Z7K9,P25724,0.80179549
Q9V3Z9,Q9W0X5,0.21
Q9V3Z9,P10383,0.2874
Q9V3Z9,Q9VSE8,0.273
Q9V3Z9,Q9VE87,0.621391
Q9V3Z9,Q9V4N3,0.153
Q9V3Z9,Q24312,0.7082722
Q9V3Z9,P10379,0.24
Q9V3Z9,Q06559,0.78740588512
Q9V3Z9,B7Z0E2,0.24
Q9V3Z9,Q9VSK3,0.5359
Q9V3Z9,Q9VW35,0.2976
Q9V3Z9,Q9BIR7,0.09
Q9V3Z9,Q9BIS2,0.09
Q9V3Z9,P02825,0.09
Q9V3Z9,P82910,0.09
Q9V3Z9,Q9VG58,0.09
Q9V3Z9,Q26365,0.24
Q9V3Z9,Q8SZM2,0.49
Q9V3Z9,P06742,0.2994708
Q9V3Z9,O77237,0.258
Q8MRI7,Q9V3Z9,0.09
Q8MRI7,P46415,0.237
Q8MRI7,Q9V9Q6,0.237
Q8MRI7,Q9V557,0.09
Q8MRI7,O97182,0.1971
Q8SWW0,Q9V3Z9,0.09
Q8SWW0,P46415,0.237
Q8SWW0,Q9V9Q6,0.237
Q8SWW0,Q9V557,0.09
Q8SWW0,O97182,0.1971
Q9VNS2,Q86BP3,0.237
Q9VNS2,Q9VI58,0.66428
Q9VNS2,Q8IRH5,0.2811
Q9VNS2,Q7K3L1,0.78744826368
Q9VNS2,A0A0B4KI34,0.672
Q9VG62,P92031,0.21
Q9VG62,Q9VJ37,0.6706
Q9VG62,Q9Y0Z9,0.553
Q9VG62,P52168,0.698236
Q9VG62,Q9VUM0,0.6559
Q9VG62,Q8SYC6,0.21
Q9VG62,Q9VE85,0.6559
Q9VG62,Q9VHA4,0.6559
Q9VG62,A0A0B4K6N2,0.49
Q9VG62,Q9VH87,0.553
Q9VG62,P52034,0.81468984
Q9VG62,O96860,0.509595162
Q7JY31,Q9VBS5,0.09
Q9V9P0,Q9V9M7,0.2559
Q9V9P0,P20350,0.24
Q9V9P0,Q08473,0.258
Q9VD23,Q86NP2,0.2992062
Q9VD23,Q86BS6,0.7189
Q9VD23,Q08473,0.84781991409743
Q9VD23,Q9W229,0.77623
Q9VD23,P08928,0.93664402876177
Q9VD23,A1ZBL0,0.273
Q9VD23,Q9VH81,0.916170628
Q9VD23,Q9VDY1,0.2998992
Q9VD23,Q9VLS7,0.512331
Q9VD23,Q9VXY7,0.902356
Q8MYX6,Q95RA0,0.09
Q9W304,Q95RA0,0.09
Q9W304,P08879,0.09
Q8IQ31,M9NFI9,0.33843
Q0E8R1,Q8IQ31,0.273
Q0E8R1,Q95TH0,0.09
Q0E8R1,Q9VIX4,0.2874
Q0E8R1,Q9VGT3,0.39723
Q0E8R1,Q3YNC8,0.09
Q0E8R1,Q9GU23,0.298866
Q0E8R1,Q9W121,0.2811
Q0E8R1,Q9VF85,0.21
Q0E8R1,Q9V3S0,0.30567
Q0E8R1,P07909,0.3084
Q0E8R1,Q961B9,0.273
Q0E8R1,Q8IPE8,0.237
Q0E8R1,Q9V397,0.2874
Q0E8R1,Q9W5W7,0.21
Q0E8R1,Q9VJ33,0.09
Q0E8R1,A1ZAX1,0.28677
Q0E8R1,Q9W316,0.09
Q0E8R1,P53501,0.3509607
Q0E8R1,P07764,0.298236
Q0E8R1,P16163,0.2811
Q0E8R1,P07187,0.09
Q0E8R1,Q0KHR7,0.237
Q0E8R1,Q7KUX3,0.09
Q3YBY4,Q8IQ31,0.273
Q3YBY4,Q95TH0,0.09
Q3YBY4,Q9VIX4,0.2874
Q3YBY4,Q9VGT3,0.39723
Q3YBY4,Q3YNC8,0.09
Q3YBY4,Q9GU23,0.298866
Q3YBY4,Q9W121,0.2811
Q3YBY4,Q9VF85,0.21
Q3YBY4,Q9V3S0,0.30567
Q3YBY4,P07909,0.3084
Q3YBY4,Q961B9,0.273
Q3YBY4,Q8IPE8,0.237
Q3YBY4,Q9V397,0.2874
Q3YBY4,Q9W5W7,0.21
Q3YBY4,Q9VJ33,0.09
Q3YBY4,A1ZAX1,0.28677
Q3YBY4,Q9W316,0.09
Q3YBY4,P53501,0.3509607
Q3YBY4,P07764,0.298236
Q3YBY4,P16163,0.2811
Q3YBY4,P07187,0.09
Q3YBY4,Q0KHR7,0.237
Q3YBY4,Q7KUX3,0.09
Q8SXD5,Q8IQ31,0.273
Q8SXD5,Q95TH0,0.09
Q8SXD5,Q9VIX4,0.2874
Q8SXD5,Q9VGT3,0.39723
Q8SXD5,Q3YNC8,0.09
Q8SXD5,Q9GU23,0.298866
Q8SXD5,Q9W121,0.2811
Q8SXD5,Q9VF85,0.21
Q8SXD5,Q9V3S0,0.30567
Q8SXD5,P07909,0.3084
Q8SXD5,Q961B9,0.273
Q8SXD5,Q8IPE8,0.237
Q8SXD5,Q9V397,0.2874
Q8SXD5,Q9W5W7,0.21
Q8SXD5,Q9VJ33,0.09
Q8SXD5,A1ZAX1,0.28677
Q8SXD5,Q9W316,0.09
Q8SXD5,P53501,0.3509607
Q8SXD5,P07764,0.298236
Q8SXD5,P16163,0.2811
Q8SXD5,P07187,0.09
Q8SXD5,Q0KHR7,0.237
Q8SXD5,Q7KUX3,0.09
Q8SZ36,Q8IQ31,0.273
Q8SZ36,Q95TH0,0.09
Q8SZ36,Q9VIX4,0.2874
Q8SZ36,Q9VGT3,0.39723
Q8SZ36,Q3YNC8,0.09
Q8SZ36,Q9GU23,0.298866
Q8SZ36,Q9W121,0.2811
Q8SZ36,Q9VF85,0.21
Q8SZ36,Q9V3S0,0.30567
Q8SZ36,P07909,0.3084
Q8SZ36,Q961B9,0.273
Q8SZ36,Q8IPE8,0.237
Q8SZ36,Q9V397,0.2874
Q8SZ36,Q9W5W7,0.21
Q8SZ36,Q9VJ33,0.09
Q8SZ36,A1ZAX1,0.28677
Q8SZ36,Q9W316,0.09
Q9VJX7,P16378,0.7189
Q9VJX7,Q8IQX8,0.87041146687
Q9VJX7,O61307,0.7826
Q9VJX7,M9NFI9,0.273
Q9VRI9,P17210,0.407082070704
P81917,Q9VNB5,0.97045324528
Q7K330,P00528,0.877969
Q8IPZ1,A0A0B4LFW5,0.237
Q8IPZ1,Q8T0U6,0.237
Q8IPZ1,E1JHT6,0.774516
Q8IPZ2,A0A0B4LFW5,0.237
Q8IPZ2,Q8T0U6,0.237
Q8IPZ2,E1JHT6,0.774516
Q9VQL8,A0A0B4LFW5,0.237
Q9VQL8,Q8T0U6,0.237
Q9VQL8,E1JHT6,0.774516
Q9VQM0,A0A0B4LFW5,0.299664
Q9VQM0,Q8T0U6,0.299664
Q9VQM0,E1JHT6,0.9953967541248
Q9VQM0,Q9VRE6,0.91997216
Q9VZZ8,Q9VUL2,0.237
Q9VZZ8,P07207,0.2559
Q9NII1,Q24570,0.548304
Q9NII1,Q9NFU0,0.61289582099227
Q7JQT8,Q8T4A9,0.273
Q7JQT8,Q8MSX2,0.29995464
Q7JQT8,Q9W0P8,0.298866
Q7JQT8,Q9XZT1,0.2964
Q7JQT8,Q9VVS4,0.299496
Q7JQT8,Q9VSH4,0.258
Q7JQT8,Q9VYZ8,0.24
Q7JQT8,Q95RJ9,0.29996976
Q7JQT8,Q9Y149,0.298866
Q7JQT8,P51140,0.09
Q7JQT8,Q9VUB7,0.282
Q7JQT8,P91641,0.29928
Q7JQT8,Q9GYV9,0.2996598
Q7JQT8,Q9VT57,0.299244
Q7JQT8,Q9VS38,0.2997732
Q7JQT8,Q9W0P3,0.29928
Q7JQT8,Q9VF03,0.299827128
Q7JQT8,A1ZBT5,0.2874
Q7JQT8,Q9W1X7,0.29838
Q7JQT8,Q8MSX1,0.21
Q7JQT8,Q7KSE8,0.237
Q7JQT8,Q8IN94,0.2996472
Q9VLD7,M9PEQ7,0.602
Q9VLD7,Q9VLD6,0.9676249216
Q9VLD7,Q7JRJ9,0.97109143552
Q9U523,Q9VYR0,0.09
Q9U523,Q8SX43,0.21
Q9U523,P02518,0.237
Q9W1F1,Q9VYR0,0.237
Q9W1F1,Q8SX43,0.553
Q9W1F1,P02518,0.6241
Q9W1F1,O97159,0.237
Q9W3V9,Q24312,0.9298348
Q9W3V9,Q0E8G5,0.2874
Q9W3V9,Q24151,0.9499528
Q9W3V9,O16011,0.946504
Q9W3V9,O76902,0.2874
Q9W3V9,Q9VRE6,0.6706
Q9VEA9,Q9W4D1,0.2811
Q9VEA9,Q709R6,0.80582
Q9VEA9,Q9VSD7,0.2811
Q9VEA9,Q8IMP2,0.74023
Q9XZ29,Q9XZT0,0.76059310528
Q9XZ29,A1Z7C1,0.922234
Q9XZ29,O61917,0.282
Q9XZ29,Q8T0N1,0.282
Q9XZ29,Q9W219,0.282
Q9XZ29,H9ZYQ1,0.56
Q9XZ29,Q9VZ62,0.9719346816
Q9XZ29,Q8IGE8,0.24
Q9XZ29,Q9VH81,0.99657024788915
Q9XZ29,O97159,0.95798552473796
Q9XZ29,M9NFI9,0.4679846784
Q9VRA4,P54733,0.632
Q9VRA4,Q9W1A4,0.632
Q9VRA4,A1Z8D2,0.237
Q9VAF5,Q9V3Z6,0.911586048
Q9VFV2,O18388,0.299244
Q8IR34,Q8MZA7,0.09
Q8IR34,Q8IR72,0.153
Q8IR34,P21461,0.2964
Q8IR34,Q9VX91,0.09
Q8IR34,Q961B9,0.237
Q8IR34,Q9NGC6,0.09
Q8IR34,Q9VP23,0.09
Q8IR34,Q8IPL8,0.09
Q8IR34,Q8T0D0,0.09
Q8IR34,Q9VN29,0.09
Q8IR34,P56079,0.445656
Q8IR34,Q9VN44,0.2919
Q8IR34,Q8STG9,0.153
Q8IR34,Q7KTB7,0.09
Q8IR34,Q7KTB8,0.09
Q8IR34,Q7KTB9,0.09
Q8IR34,Q7KTC0,0.2559
Q8IR34,Q7KTC1,0.09
Q8IR34,Q7KTC2,0.09
Q8IR34,Q7KTC3,0.09
Q8IR34,Q7KTC4,0.09
Q8IR34,Q7KTC5,0.09
Q8IR34,Q7KTC6,0.09
Q8IR34,Q7KTC7,0.09
Q8IR34,Q7KTC8,0.09
Q8IR34,Q7KTC9,0.09
Q8IR34,Q7KTD0,0.09
Q8IR34,Q9I7N0,0.09
Q8IR34,Q9VK56,0.09
Q8IR34,P13607,0.467731872
Q8IR34,Q9VWL0,0.1971
Q8IR34,M9PEG6,0.29832
Q8IR34,Q8IPV3,0.2811
Q8IR34,Q9VPJ9,0.09
Q8IR34,A1A714,0.21
Q8IR34,Q960F6,0.09
Q8IR34,Q7K1V5,0.153
Q8IR34,Q8IPC6,0.09
Q8IR34,Q8IPC7,0.09
Q8IR34,Q8MYS1,0.09
Q8IR34,Q9VL14,0.258
Q95S98,Q8MZA7,0.09
Q95S98,Q8IR72,0.153
Q95S98,P21461,0.2964
Q95S98,Q9VX91,0.09
Q95S98,Q961B9,0.237
Q95S98,Q9NGC6,0.09
Q95S98,Q9VP23,0.09
Q95S98,Q8IPL8,0.09
Q95S98,Q8T0D0,0.09
Q95S98,Q9VN29,0.09
