Interactor A,Interactor B,Interaction Score
P39205,Q8MR61,0.2811
P39205,Q9W0M0,0.877969
P39205,Q961W1,0.2811
P39205,Q9VPF3,0.2811
P39205,Q8IGC8,0.2811
P39205,Q9W058,0.2811
P39205,Q7JY00,0.74023
P39205,Q7KPI3,0.2811
P39205,Q9VXA3,0.877969
P39205,Q9XZ63,0.2811
P39205,Q9VXJ0,0.799261
P39205,Q7KT11,0.74023
P39205,Q8SZU0,0.877969
P39205,Q9VIJ0,0.74023
P39205,O62619,0.9251938
P39205,Q9VWD0,0.74023
P39205,O18335,0.93699976492544
P39205,Q8IGH2,0.2811
P39205,Q94918,0.2811
P39205,Q24175,0.6559
P39205,Q9W088,0.2811
P39205,Q24211,0.74023
P39205,P48610,0.8405827
P39205,P49258,0.93463876
P39205,O61491,0.47787
P39205,Q9W0A7,0.74023
P39205,Q9VFA3,0.2811
P39205,Q9VCU8,0.2811
P39205,O61267,0.74023
P39205,O18332,0.91771654
P39205,Q8MRA4,0.2811
P39205,Q7KRS6,0.877969
P39205,Q9V9R6,0.74023
P39205,Q9VGW6,0.2811
P39205,O61305,0.74023
P39205,Q7JVW9,0.2811
P39205,Q9V428,0.2811
P39205,Q8INQ9,0.6559
P39205,Q8INR0,0.6559
P39205,Q9XYA7,0.6559
P39205,O18640,0.9186348
P39205,Q8T979,0.2811
P39205,Q9W200,0.74023
P39205,Q9W139,0.6559
P39205,Q4V5H8,0.74023
P39205,Q9VI39,0.6559
P39205,Q9VFQ4,0.74023
P39205,Q9V785,0.80582
P39205,O96299,0.74023
P39205,Q5U160,0.2811
P39205,Q8T9D2,0.2811
P39205,Q9VVM8,0.2811
P39205,Q7K537,0.2811
P39205,Q9VFZ4,0.74023
P39205,Q9VFV9,0.74023
P39205,A1Z7J1,0.2811
P39205,Q9V4Y0,0.2811
P39205,O61444,0.85267
P39205,Q9VHR8,0.897646
P39205,Q7KU90,0.6559
P39205,Q7KU93,0.6559
P39205,Q9VS85,0.925756
P39205,Q9V877,0.9369370336
P39205,Q9VPE6,0.2811
P39205,P46222,0.935898088
P39205,P54351,0.877969
P39205,Q8SYD0,0.6559
P39205,Q24319,0.2811
P39205,Q23977,0.8956783
P39205,P22745,0.9317528
P39205,P50887,0.92414436
P39205,Q9VSN7,0.877969
P39205,Q9W3D5,0.74023
P39205,Q7KNC5,0.2811
P39205,Q7KTR7,0.2811
P39205,Q7KTR8,0.2811
P39205,Q8IPN6,0.2811
P39205,Q8IPN7,0.2811
P39205,Q8IPN8,0.2811
P39205,Q8IPN9,0.2811
P39205,Q8MSQ5,0.2811
P39205,Q9VNA1,0.74023
P39205,Q9VNA2,0.2811
P39205,P40946,0.925756
P39205,Q9VPD2,0.47787
P39205,Q24178,0.74023
P39205,O77135,0.2811
P39205,Q8SZF1,0.2811
P39205,Q9U4L6,0.2811
P39205,Q24239,0.2811
P39205,Q9VR90,0.7496
P39205,P29349,0.799261
P39205,Q8IGQ5,0.2811
P39205,Q8IRJ9,0.74023
P39205,Q9W0U0,0.74023
P39205,Q8T451,0.2811
P39205,Q9W465,0.74023
P39205,Q9W3S4,0.2811
P39205,A1Z759,0.2811
P39205,Q8MR50,0.2811
P39205,Q9VIF2,0.2811
P39205,Q9VSG8,0.2811
P39205,Q9VPB8,0.911701
P39205,Q9VSL2,0.877969
P39205,Q7KUA4,0.7496
P39205,Q9VH66,0.2811
P39205,Q7JWS8,0.2811
P39205,Q9VJ57,0.925756
P39205,Q9NIU5,0.2811
P39205,Q9VL70,0.2811
P39205,Q9VSE6,0.7496
P39205,Q9VLQ9,0.2811
P39205,Q9VIP0,0.80582
P39205,Q9VNA3,0.2811
P39205,Q9VF44,0.2811
P39205,Q9VBF0,0.2811
P39205,Q8ST61,0.2811
P39205,Q8MR08,0.2811
P39205,Q9W2M4,0.80582
P39205,Q95NU8,0.6559
P39205,Q9VX15,0.2811
P39205,Q9VR83,0.2811
P39205,Q9V426,0.9094522
P39205,Q9VHL2,0.8956783
P39205,Q9VHJ4,0.85267
P39205,Q8T4F2,0.2811
P39205,Q9VHB9,0.47787
P39205,Q9VGK3,0.74023
P39205,Q9VG82,0.47787
P39205,Q9VMP9,0.85267
P39205,Q0KIB3,0.2811
P39205,O61650,0.2811
P39205,Q867V1,0.2811
P39205,Q867Y1,0.2811
P39205,Q9VPN5,0.74023
P39205,Q9VPU8,0.6559
P39205,Q9VFN9,0.2811
P39205,Q86LT0,0.2811
P39205,Q8MRC7,0.2811
P39205,Q9GNA3,0.2811
P39205,Q9GNA6,0.2811
P39205,Q9GND0,0.2811
P39205,Q9GNJ2,0.2811
P39205,Q9NHW9,0.2811
P39205,Q9NIH3,0.2811
P39205,Q9TW12,0.2811
P39205,Q9TW27,0.80582
P39205,Q9U4F5,0.2811
P39205,Q9U6N4,0.2811
P39205,Q9W5S7,0.2811
P39205,A1Z892,0.80582
P39205,Q9GPQ1,0.2811
P39205,Q9W140,0.2811
P39205,Q9VC61,0.80582
P39205,Q9W391,0.74023
P39205,Q8INE8,0.74023
P39205,Q9VFB3,0.877969
P39205,Q9VCU5,0.2811
P39205,Q8SXB1,0.2811
P39205,Q9VBI3,0.74023
P39205,Q9VEG5,0.920134
P39205,Q9VA02,0.877969
P39205,Q2PE14,0.2811
P39205,Q8SYZ4,0.2811
P39205,Q9I7I7,0.877969
P39205,Q9VD82,0.74023
P39205,Q95SY7,0.74023
P39205,Q9NFN8,0.2811
P39205,Q9VD29,0.74023
P39205,Q9VTF9,0.799261
P39205,Q9VD25,0.2811
P39205,Q7JWW6,0.74023
P39205,Q86B44,0.877969
P39205,Q9VX03,0.74023
P39205,Q04652,0.8956783
P39205,Q9VCQ9,0.799261
P39205,Q9VCG0,0.2811
P39205,P29503,0.910764
P39205,Q0E9B7,0.47787
P39205,Q8T4H5,0.2811
P39205,Q9U786,0.2811
P39205,Q8IPL4,0.2811
P39205,Q9VMX2,0.2811
P39205,Q9N2M8,0.9094522
P39205,Q8MRR9,0.2811
P39205,Q9W2C1,0.2811
P39205,Q9VP44,0.2811
P39205,Q8MRE6,0.2811
P39205,Q9V9X4,0.47787
P39205,Q8I0B7,0.2811
P39205,Q8STF7,0.2811
P39205,Q9VND3,0.74023
P39205,Q9W083,0.2811
P39205,O44386,0.7496
P39205,Q9VEQ0,0.877969
P39205,Q0E9A0,0.2811
P39205,Q8T911,0.2811
P39205,Q08012,0.799261
P39205,Q9VFC8,0.47787
P39205,Q9VNI8,0.2811
P39205,Q24574,0.89952
P39205,Q9I7R5,0.74023
P39205,Q9W3H5,0.2811
P39205,Q9VK81,0.74023
P39205,P42271,0.9367796176
P39205,Q8IP79,0.2811
P39205,Q8IP80,0.2811
P39205,Q95SU1,0.2811
P39205,Q9VK25,0.2811
P39205,Q8I935,0.6559
P39205,Q9VIU7,0.2811
P39205,Q9W0H3,0.80582
P39205,O46052,0.6559
P39205,P15372,0.80582
P39205,Q95TL8,0.47787
P39205,Q9VXI3,0.2811
P39205,Q9VQS1,0.6559
P39205,O46106,0.88078
P39205,Q9V3I5,0.85267
P39205,Q9VUR3,0.74023
P39205,Q9VMC9,0.74023
P39205,Q8IRM6,0.74023
P39205,Q8IRM7,0.74023
P39205,Q9W323,0.799261
P39205,Q9W324,0.74023
P39205,Q9V7Y2,0.80582
P39205,O16157,0.2811
P39205,Q8MSI2,0.74023
P39205,Q7K508,0.2811
P39205,O96827,0.877969
P39205,Q95S72,0.2811
P39205,Q9VE13,0.47787
P39205,Q9VE16,0.74023
P39205,A1ZA77,0.2811
P39205,Q8IMU1,0.2811
P39205,Q9VBZ0,0.2811
P39205,Q8IQW5,0.897646
P39205,Q9VWG1,0.6559
P39205,Q9VQ46,0.6559
P39205,Q9VU70,0.74023
P39205,P18502,0.929504
P39205,Q9VIZ1,0.6559
P39205,Q9NF74,0.2811
P39205,Q9W5C1,0.9192907
P39205,Q961V7,0.2811
P39205,Q961Q8,0.2811
P39205,Q9VMU7,0.6559
P39205,Q9VSB2,0.6559
P39205,Q2MGN0,0.2811
P39205,Q5BIG5,0.2811
P39205,Q86LE8,0.2811
P39205,Q8MLQ3,0.2811
P39205,Q9VGM4,0.2811
P39205,Q9VA30,0.2811
P39205,Q9VHL1,0.2811
P39205,Q9W3R6,0.88078
P39205,Q9VHN7,0.2811
P39205,Q9V895,0.9319402
P39205,O76886,0.2811
P39205,Q9W511,0.2811
P39205,Q9VUK7,0.925756
P39205,Q86P70,0.2811
P39205,Q9VKV0,0.2811
P39205,Q7KJ37,0.2811
P39205,Q95TQ1,0.2811
P39205,Q9VEX6,0.74023
P39205,Q86NW4,0.2811
P39205,Q86NY5,0.2811
P39205,O96690,0.80582
P39205,Q9VT70,0.936895869316
P39205,Q9VJF5,0.2811
P39205,A1Z8B5,0.6559
P39205,Q8T972,0.6559
P39205,Q7JX41,0.2811
P39205,Q9VN75,0.85267
P39205,Q8IR23,0.897646
P39205,Q8T9B1,0.2811
P39205,Q9VK88,0.2811
P39205,Q9VPU4,0.911701
P39205,Q8MS29,0.2811
P39205,Q9VQQ6,0.799261
P39205,Q9VW57,0.7496
P39205,Q8IMX4,0.85267
P39205,Q9VCE3,0.6559
P39205,Q7KRX5,0.2811
P39205,Q960S3,0.2811
P39205,Q9VB04,0.2811
P39205,Q04691,0.2811
P39205,Q7KTX7,0.9251938
P39205,Q02936,0.80582
P39205,Q9VWQ6,0.2811
P39205,O96660,0.80582
P39205,Q86NL2,0.2811
P39205,Q9TZQ2,0.2811
P39205,O61373,0.2811
P39205,Q9VJJ6,0.2811
P39205,Q24270,0.2811
P39205,Q24314,0.933143308
P39205,Q9W197,0.80582
P39205,Q9VEW2,0.47787
P39205,Q95TB6,0.2811
P39205,Q9VR35,0.910764
P39205,Q9VAP2,0.9149525774
P39205,Q9W1G0,0.799261
P39205,Q9VIK6,0.9291292
P39205,Q8MLV5,0.2811
P39205,Q9GSP1,0.2811
P39205,Q9W2E3,0.2811
P39205,Q95SX5,0.2811
P39205,Q9I7I1,0.2811
P39205,Q9VAA1,0.74023
P39205,A1ZAQ9,0.2811
P39205,Q9VS32,0.2811
P39205,Q86PF5,0.74023
P39205,Q8SY07,0.74023
P39205,Q5U179,0.2811
P39205,Q8MSC1,0.2811
P39205,O01367,0.7496
P39205,Q9W130,0.2811
P39205,P31396,0.2811
P39205,Q7K4X4,0.2811
P39205,P07486,0.9291292
P39205,O46107,0.6559
P39205,Q27415,0.7496
P39205,Q5U0T2,0.2811
P39205,Q9VVP5,0.2811
P39205,Q9VJ62,0.74023
P39205,Q9VY91,0.2811
P39205,Q9VXG8,0.2811
P39205,Q9W5B3,0.85267
P39205,Q9VQD2,0.2811
P39205,Q7K2T8,0.2811
P39205,Q9VFY5,0.2811
P39205,Q8T497,0.2811
P39205,Q9VW36,0.2811
P39205,Q9VUC4,0.2811
P39205,Q9VP62,0.877969
P39205,Q9VLM6,0.7496
P39205,P54362,0.2811
P39205,Q9W2U2,0.74023
P39205,Q8MRM0,0.877969
P39205,Q0KHT4,0.2811
P39205,Q9VYV9,0.2811
P39205,Q9VKT9,0.6559
P39205,O76522,0.2811
P39205,Q9UB78,0.2811
P39205,Q9V455,0.877969
P39205,Q9VP67,0.6559
P39205,Q86B74,0.74023
P39205,Q9VAT0,0.897646
P39205,Q9VTU4,0.8405827
P39205,Q8MRY4,0.2811
P39205,Q9VRL8,0.80582
P39205,Q8T9L5,0.9291292
P39205,Q9VR42,0.85267
P39205,Q9VLK1,0.74023
P39205,Q9VCD3,0.6559
P39205,Q8T464,0.2811
P39205,Q9VK47,0.74023
P39205,Q9VXP5,0.910764
P39205,Q8IGZ0,0.2811
P39205,Q9VEV1,0.74023
P39205,Q95SL7,0.2811
P39205,P20354,0.74023
P39205,Q24207,0.910764
P39205,Q9VWF4,0.2811
P39205,Q8IQK0,0.6559
P39205,Q8IQK1,0.6559
P39205,Q9VU80,0.6559
P39205,Q7K3U4,0.910764
P39205,Q95V23,0.2811
P39205,Q8SZS0,0.6559
P39205,Q9W5G3,0.6559
P39205,Q76NQ9,0.2811
P39205,Q76NR0,0.2811
P39205,Q961Q7,0.2811
P39205,Q9VY76,0.2811
P39205,Q9W2S2,0.9336268
P39205,Q9W354,0.88078
P39205,Q9VQ91,0.88078
P39205,O18333,0.799261
P39205,Q9U5D5,0.2811
P39205,Q8IR79,0.877969
P39205,Q9VCK2,0.6559
P39205,P21525,0.80582
P39205,Q9VUQ8,0.877969
P39205,Q9VDR4,0.6559
P39205,Q8T485,0.2811
P39205,Q9VK89,0.74023
P39205,P13496,0.93699947108224
P39205,Q9VU81,0.6559
P39205,Q9VU82,0.6559
P39205,Q9VU83,0.6559
P39205,Q7JYW9,0.74023
P39205,Q9GNE3,0.2811
P39205,Q9GNE4,0.2811
P39205,Q9GNF4,0.2811
P39205,Q9GQI2,0.2811
P39205,Q9GTU5,0.2811
P39205,Q9VSZ1,0.47787
P39205,Q7K3G2,0.2811
P39205,O76521,0.877969
P39205,Q5U119,0.2811
P39205,Q8MZI6,0.2811
P39205,Q9U1H6,0.2811
P39205,Q8MSJ9,0.74023
P39205,P05130,0.877969
P39205,Q24152,0.85267
P39205,Q95RA8,0.925756
P39205,Q9VKA2,0.2811
P39205,Q8I0M2,0.2811
P39205,Q8MRT7,0.2811
P39205,Q7JX87,0.80582
P39205,Q9GPQ0,0.2811
P39205,Q9VXK6,0.877969
P39205,A1ZB69,0.74023
P39205,Q05733,0.6559
P39205,Q9VWS1,0.2811
P39205,Q9VV74,0.936940032
P39205,Q9VN23,0.877969
P39205,Q29QN4,0.2811
P39205,P52486,0.877969
P39205,Q9W2R2,0.6559
P39205,Q9VCC6,0.85267
P39205,Q24506,0.2811
P39205,Q24507,0.2811
P39205,Q9VJ43,0.877969
P39205,Q95RC5,0.85267
P39205,Q24218,0.2811
P39205,Q8IPW2,0.74023
P39205,Q9VPU1,0.799261
P39205,Q9VJD1,0.2811
P39205,A1Z734,0.2811
P39205,Q8IGL5,0.2811
P39205,A1Z814,0.2811
P39205,Q05344,0.7496
P39205,Q961S1,0.74023
P39205,Q9W4A9,0.877969
P39205,Q7KVE5,0.74023
P39205,Q95U71,0.74023
P39205,Q8SZ57,0.2811
P39205,Q9W0M5,0.2811
P39205,Q9VI55,0.47787
P39205,Q9VVH9,0.7496
P39205,Q9VPK3,0.2811
P39205,Q86NN7,0.2811
P39205,Q9VY98,0.2811
P39205,Q9VBX4,0.2811
P39205,Q9VTC1,0.6559
P39205,Q24534,0.2811
P39205,Q9W424,0.74023
P39205,Q9VL00,0.2811
P39205,Q2PDT4,0.615609
P39205,Q8INW7,0.74023
P39205,Q8MQX3,0.2811
P39205,Q966T5,0.74023
P39205,Q9BPQ9,0.2811
P39205,Q9GSE0,0.2811
P39205,Q9VIX2,0.74023
P39205,Q9VIX3,0.74023
P39205,Q9VT69,0.6559
P39205,P17133,0.6559
P39205,Q8T491,0.2811
P39205,Q9W466,0.2811
P39205,Q9VTB3,0.911701
P39205,Q7KTJ2,0.74023
P39205,Q8T8Y3,0.2811
P39205,Q9VER7,0.2811
P39205,Q9VTU1,0.911701
P39205,Q9W0F8,0.7496
P39205,O97421,0.2811
P39205,Q9W4X1,0.2811
P39205,Q7KS06,0.2811
P39205,Q8T405,0.2811
P39205,Q9VC03,0.910764
P39205,O77266,0.2811
P39205,Q960D4,0.2811
P39205,Q9V451,0.2811
P39205,Q9VWC7,0.74023
P39205,Q9VDS6,0.6559
P39205,Q9V3Z3,0.2811
P39205,Q9VX34,0.6559
P39205,Q6NQY9,0.6559
P39205,Q9VP61,0.74023
P39205,Q9W2G5,0.2811
P39205,Q9VK60,0.6559
P39205,Q9VXX1,0.7496
P39205,Q8SYR9,0.2811
P39205,Q9VQK8,0.74023
P39205,Q9GQP6,0.2811
P39205,Q9VB47,0.2811
P39205,Q7K204,0.74023
P39205,Q8MRJ8,0.2811
P39205,Q9VCK0,0.90807481
P39205,Q9VQY8,0.2811
P39205,Q7K126,0.9336268
P39205,P25157,0.799261
P39205,Q95R81,0.2811
P39205,Q9VRV1,0.2811
P39205,Q9VAJ4,0.2811
P39205,A1ZAW3,0.47787
P39205,Q8IGY7,0.74023
P39205,A1ZAK1,0.2811
P39205,Q9W592,0.6559
P39205,Q7K112,0.2811
P39205,Q8IMX0,0.2811
P39205,Q8IMX1,0.9186348
P39205,Q8MTZ5,0.2811
P39205,Q9VCB6,0.2811
P39205,Q7JV09,0.6559
P39205,Q9VU45,0.6559
P39205,Q9VN02,0.74023
P39205,P14199,0.9291292
P39205,Q5BIB5,0.2811
P39205,Q9V3M2,0.2811
P39205,Q8MT83,0.2811
P39205,Q8MRC9,0.47787
P39205,Q9VGQ8,0.2811
P39205,P10351,0.8956783
P39205,Q9VRF3,0.2811
P39205,Q9VRI0,0.6559
P39205,Q9VYH1,0.85267
P39205,P35875,0.74023
P39205,Q9VFI0,0.47787
P39205,Q9VBS0,0.2811
P39205,Q9VN60,0.7496
P39205,Q9VD55,0.2811
P39205,Q9W1S7,0.2811
P39205,Q9W095,0.6559
P39205,Q95RK8,0.2811
P39205,Q9W329,0.9186348
P39205,Q3LHL9,0.2811
P39205,Q961A7,0.2811
P39205,Q9VSJ5,0.47787
P39205,Q8T9G8,0.2811
P39205,Q9VLM8,0.799261
P39205,Q27297,0.2811
P39205,Q8WTI7,0.2811
P39205,Q9VHL6,0.2811
P39205,Q9Y0Z8,0.2811
P39205,Q9VUW1,0.877969
P39205,Q9VDE4,0.897646
P39205,Q9W228,0.6559
P39205,Q9TVM2,0.88078
P39205,Q9NKV0,0.910764
P39205,Q9VDT1,0.6559
P39205,Q8IP97,0.877969
P39205,Q8T9H4,0.2811
P39205,P51023,0.2811
P39205,A1Z6Z7,0.2811
P39205,Q960H5,0.2811
P39205,Q9VWC3,0.74023
P39205,Q0KI06,0.74023
P39205,Q8T015,0.2811
P39205,Q9VTC2,0.877969
P39205,Q9VCZ8,0.88078
P39205,Q7KU14,0.2811
P39205,Q9VQA2,0.2811
P39205,A1ZBA9,0.2811
P39205,Q7JY94,0.74023
P39205,P29310,0.8405827
P39205,Q9VBG6,0.2811
P39205,Q7K4B6,0.7496
P39205,O46036,0.74023
P39205,Q7K110,0.2811
P39205,P47980,0.2811
P39205,P47949,0.74023
P39205,Q9VMH8,0.799261
P39205,Q8MS94,0.2811
P39205,Q9VLR3,0.74023
P39205,P91945,0.2811
P39205,Q00084,0.2811
P39205,Q9VSW5,0.936996222016
P39205,O46231,0.74023
P39205,Q9VA56,0.74023
P39205,Q9VA58,0.74023
P39205,Q9VA59,0.74023
P39205,Q1WWB7,0.74023
P39205,Q9VRJ3,0.85267
P39205,P48462,0.8405827
P39205,Q9VKI8,0.2811
P39205,Q9I7K3,0.799261
P39205,Q960N3,0.897646
P39205,Q8MRD6,0.2811
P39205,Q8SZY7,0.74023
P39205,Q8IRJ8,0.47787
P39205,Q7K2Q5,0.2811
P39205,Q8IR93,0.74023
P39205,Q9VZ20,0.936527752
P39205,Q9VN19,0.74023
P39205,Q8T4A0,0.2811
P39205,Q9VWA6,0.74023
P39205,Q8IRR4,0.2811
P39205,Q9W481,0.2811
P39205,Q4V4D1,0.2811
P39205,Q8MRA2,0.2811
P39205,Q9VMU2,0.877969
P39205,Q9VYA1,0.74023
P39205,P40792,0.80582
P39205,Q9W3Y0,0.85267
P39205,Q9VU19,0.7496
P39205,Q7K540,0.2811
P39205,Q8IHC0,0.2811
P39205,Q8IP47,0.74023
P39205,Q95R28,0.2811
P39205,Q9V435,0.93542584
P39205,Q9VJP8,0.74023
P39205,Q9VXR2,0.2811
P39205,Q9W368,0.2811
P39205,Q9VZI8,0.2811
P39205,O76863,0.9192907
P39205,A1Z6R4,0.2811
P39205,Q8T3Z2,0.2811
P39205,Q8T479,0.2811
P39205,A1ZBY1,0.2811
P39205,Q9VBQ2,0.2811
P39205,Q0E8K5,0.2811
P39205,Q8SXB5,0.2811
P39205,O96863,0.799261
P39205,Q24118,0.2811
P39205,Q9VM59,0.2811
P39205,P17886,0.89952
P39205,A1ZBK7,0.74023
P39205,Q9VY87,0.85267
P39205,Q8SYN7,0.2811
P39205,Q9VYA4,0.2811
P39205,Q9VX05,0.74023
P39205,Q8T414,0.2811
P39205,Q9VK21,0.877969
P39205,P09180,0.9186348
P39205,Q9VMY2,0.2811
P39205,Q9VR19,0.2811
P39205,Q9W278,0.2811
P39205,A1ZAT5,0.910764
P39205,Q8T0B0,0.2811
P39205,Q7KS50,0.74023
P39205,Q8MSZ5,0.2811
P39205,Q8T0R1,0.2811
P39205,Q9VCQ6,0.74023
P39205,A1Z8W1,0.2811
P39205,A1Z8W2,0.2811
P39205,A1Z8W3,0.2811
P39205,Q95TC3,0.2811
P39205,Q9VY15,0.6559
P39205,Q9VPH0,0.2811
P39205,Q9NB71,0.74023
P39205,Q8IRC8,0.6559
P39205,P08630,0.9291292
P39205,Q9W1K5,0.2811
P39205,Q9VFU1,0.6559
P39205,Q4QPV3,0.2811
P39205,Q9VZ90,0.2811
P39205,Q9W379,0.877969
P39205,Q7KUW4,0.74023
P39205,Q9VWY9,0.2811
P39205,Q6TMH4,0.2811
P39205,Q7JVK6,0.80582
P39205,Q8MRS8,0.2811
P39205,Q9VFF6,0.74023
P39205,Q9VF23,0.74023
P39205,Q95RW8,0.2811
P39205,Q9VL03,0.2811
P39205,Q9VNI4,0.2811
P39205,Q8MZF5,0.2811
P39205,Q9VLR0,0.2811
P39205,Q8SYU5,0.2811
P39205,Q9VRI3,0.6559
P39205,Q9VVN2,0.7496
P39205,Q9VHR7,0.74023
P39205,Q9VSU7,0.2811
P39205,P25991,0.2811
P39205,Q9VJN5,0.2811
P39205,Q9V393,0.845174
P39205,Q9Y0S9,0.74023
P39205,Q9W2Y4,0.6559
P39205,Q9VR91,0.877969
P39205,Q7K304,0.2811
P39205,Q95S67,0.2811
P39205,Q9U787,0.2811
P39205,Q9VYG8,0.2811
P39205,O61464,0.2811
P39205,Q6NR36,0.2811
P39205,P20228,0.799261
P39205,Q9VWE8,0.911701
P39205,Q9VXR1,0.2811
P39205,Q9W2W2,0.6559
P39205,P17336,0.877969
P39205,Q9VPM1,0.2811
P39205,Q9VTP5,0.74023
P39205,Q9VNG7,0.877969
P39205,Q9VG07,0.6559
P39205,Q9V9Y9,0.8727218
P39205,P06754,0.897646
P39205,P49455,0.93699947108224
P39205,Q9VLB9,0.911701
P39205,A1Z7P3,0.6559
P39205,A1Z7N6,0.2811
P39205,Q8MYZ0,0.2811
P39205,Q9VCR6,0.9347512
P39205,Q8T3R8,0.74023
P39205,Q9VTI3,0.877969
P39205,Q7KV91,0.2811
P39205,Q7KV94,0.2811
P39205,Q7KV95,0.2811
P39205,Q95TC1,0.2811
P39205,Q9W004,0.2811
P39205,Q8T3Q7,0.2811
P39205,Q9VW82,0.877969
P39205,Q9VHB3,0.2811
P39205,Q9VK68,0.74023
P39205,Q9VL80,0.2811
P39205,Q9VIC9,0.799261
P39205,Q7KVR7,0.2811
P39205,Q7KVR8,0.2811
P39205,Q86B59,0.2811
P39205,Q9W388,0.2811
P39205,Q9U4F8,0.877969
P39205,P13677,0.74023
P39205,Q9XZH6,0.845174
P39205,Q9VV29,0.6559
P39205,Q9VWA1,0.93655024
P39205,Q8MLW7,0.2811
P39205,Q9W459,0.6559
P39205,Q9W2W5,0.2811
P39205,Q8T906,0.2811
P39205,Q9W144,0.74023
P39205,P52654,0.2811
P39205,Q9VGD6,0.877969
P39205,Q9VNB0,0.6559
P39205,Q9VCH5,0.7496
P39205,Q7JQL2,0.74023
P39205,Q9VF72,0.74023
P39205,Q9VCV3,0.6559
P39205,O44783,0.7496
P39205,A1Z9M2,0.2811
P39205,O45029,0.2811
P39205,Q8IQB8,0.2811
P39205,Q8MRY3,0.2811
P39205,Q8T0I5,0.2811
P39205,Q960G6,0.2811
P39205,Q9BI19,0.2811
P39205,Q9U1I2,0.2811
P39205,Q9U1I3,0.2811
P39205,Q9VST9,0.2811
P39205,Q9VSU2,0.2811
P39205,Q8I0I5,0.2811
P39205,Q8IGD6,0.2811
P39205,Q8MR41,0.2811
P39205,Q9VTS4,0.2811
P39205,Q9VR64,0.9192907
P39205,Q9VKX4,0.88078
P39205,P07668,0.47787
P39205,P02517,0.74023
P39205,Q9VDE5,0.6559
P39205,Q7JZZ3,0.2811
P39205,Q9VGC7,0.8405827
P39205,Q5BIE3,0.2811
P39205,Q95RA2,0.2811
P39205,Q9VPK4,0.2811
P39205,A1Z7K8,0.877969
P39205,Q9VVB4,0.74023
P39205,Q8SYK9,0.2811
P39205,Q9V3U2,0.9192907
P39205,Q8SX89,0.2811
P39205,Q2XYF2,0.2811
P39205,Q7JW03,0.74023
P39205,Q9W1Y1,0.47787
P39205,Q9VHS8,0.80582
P39205,O76892,0.7496
P39205,Q8IRQ5,0.2811
P39205,Q8SXM1,0.2811
P39205,Q9W3X6,0.74023
P39205,Q9W3X8,0.6559
P39205,O46339,0.80582
P39205,Q9VVI1,0.6559
P39205,P42519,0.7496
P39205,Q9V3P6,0.93463876
P39205,Q9VMT2,0.74023
P39205,A1ZA28,0.2811
P39205,Q8T407,0.2811
P39205,Q8T4I1,0.2811
P39205,Q9VPU5,0.2811
P39205,Q8T079,0.2811
P39205,Q8T3P0,0.2811
P39205,Q9VNX4,0.2811
P39205,Q9VHX4,0.74023
P39205,Q8MRU7,0.2811
P39205,Q9VAC7,0.2811
P39205,A1Z7L0,0.2811
P39205,Q9V3C0,0.74023
P39205,Q9VG03,0.2811
P39205,Q9V3F2,0.2811
P39205,Q9VW52,0.6559
P39205,Q9VWG2,0.6559
P39205,Q7K4K7,0.9317528
P39205,Q8INW5,0.74023
P39205,Q9I7M3,0.74023
P39205,Q9VIW5,0.74023
P39205,P18431,0.93684573232
P39205,Q8MRX9,0.2811
P39205,Q9VPR6,0.2811
P39205,A1ZAI5,0.911701
P39205,Q0E8X6,0.2811
P39205,Q8MPP1,0.2811
P39205,Q9W1Q8,0.9192907
P39205,Q9VZI1,0.877969
P39205,Q9VEC3,0.74023
P39205,Q9VM11,0.74023
P39205,Q9VNS1,0.2811
P39205,Q7K568,0.2811
P39205,Q8T3V5,0.2811
P39205,Q9VUG5,0.2811
P39205,Q7JY26,0.2811
P39205,Q8T3I5,0.2811
P39205,Q9VXQ6,0.2811
P39205,Q9VBV5,0.2811
P39205,Q9VY78,0.47787
P39205,Q9VUY2,0.2811
P39205,Q9VTU9,0.799261
P39205,Q9W4M8,0.8727218
P39205,A1ZBJ2,0.2811
P39205,Q8T431,0.2811
P39205,Q9VV90,0.74023
P39205,Q9VNJ0,0.7496
P39205,Q2PDW6,0.7496
P39205,Q7JZ53,0.85267
P39205,Q9VQK7,0.6559
P39205,P13706,0.935898088
P39205,Q9VDS5,0.74023
P39205,P48612,0.897646
P39205,Q9VH90,0.85267
P39205,Q9VW58,0.2811
P39205,Q9VFB6,0.93168721
P39205,Q0E996,0.2811
P39205,Q8MQS4,0.74023
P39205,Q9I7U4,0.936685168
P39205,Q9VU77,0.80582
P39205,Q9VIS0,0.6559
P39205,P48601,0.93345814
P39205,Q9VND4,0.2811
P39205,Q9VX98,0.877969
P39205,Q9XZS4,0.2811
P39205,Q9VAN6,0.7496
P39205,Q8IRD3,0.799261
P39205,Q8IRD4,0.74023
P39205,Q9VZQ8,0.74023
P39205,Q9VED8,0.85267
P39205,Q9W1U2,0.6559
P39205,Q9VBM1,0.74023
P39205,Q9GYU7,0.2811
P39205,Q9VS46,0.74023
P39205,P18091,0.897646
P39205,Q9Y0H4,0.9291292
P39205,Q8SZ43,0.2811
P39205,Q9VID5,0.2811
P39205,Q8IQX5,0.74023
P39205,Q8MQZ6,0.2811
P39205,Q9VWQ7,0.799261
P39205,Q9VSP8,0.877969
P39205,P48596,0.80582
